Datum,TH,ABG,EIC,EA,EF,G,GTH,GRZ,HBN,IK,J,KYF,NDH,SHK,SOK,SLF,SM,SOM,SON,SHL,UH,WAK,WE,AP
1631232000,46.73,36.92,27.00,-7.10,67.30,64.43,49.66,31.83,74.37,56.47,56.58,26.95,31.17,45.81,19.92,31.01,31.22,57.61,105.69,29.90,37.17,63.04,39.86,55.99
1631318400,47.30,41.39,33.00,-7.10,64.96,64.43,41.51,35.94,74.37,53.65,57.48,25.60,31.17,38.58,19.92,29.07,36.02,57.61,109.15,29.90,44.02,68.08,49.06,53.56
1631404800,47.81,43.63,32.00,-7.10,64.96,64.43,38.54,36.96,74.37,53.65,60.17,25.60,34.77,40.99,19.92,29.07,36.02,57.61,100.49,29.90,45.97,76.49,49.06,51.12
1631491200,50.11,41.39,34.00,-7.10,75.24,56.91,53.37,39.02,79.12,45.18,56.58,22.91,39.56,40.99,24.90,30.04,37.63,66.26,100.49,32.62,42.06,75.65,59.79,55.99
1631577600,50.76,33.56,33.00,-2.37,71.50,57.99,58.56,33.88,63.29,56.47,48.50,20.21,28.77,51.84,24.90,36.82,38.43,70.58,100.49,48.93,44.02,83.21,62.86,60.86
1631664000,51.94,35.80,38.00,-2.37,65.43,52.62,83.76,39.02,66.46,46.12,48.50,17.52,25.18,56.66,24.90,37.79,39.23,63.38,88.36,54.36,58.69,82.37,65.92,59.64
1631750400,54.80,36.92,37.00,-2.37,63.56,62.28,88.95,31.83,69.62,56.47,53.89,18.86,25.18,50.63,31.13,46.51,48.03,64.82,77.97,59.80,58.69,94.14,67.46,64.51
1631836800,53.72,41.39,40.00,-2.37,58.42,61.21,78.57,29.77,82.28,61.18,55.68,14.82,23.98,48.22,24.90,61.05,51.23,56.17,60.64,62.52,70.43,87.41,61.32,52.34
1631923200,57.05,36.92,34.00,-2.37,70.57,61.21,88.95,31.83,82.28,62.12,58.38,32.34,31.17,54.25,31.13,63.95,46.43,59.05,48.51,62.52,83.14,81.53,70.52,54.77
1632009600,59.48,39.15,49.00,-2.37,70.57,61.21,92.66,34.91,82.28,67.77,58.38,32.34,27.57,51.84,31.13,71.71,66.44,59.05,51.98,62.52,82.17,73.97,72.05,54.77
1632096000,52.87,40.27,47.00,-2.37,47.20,54.77,80.80,29.77,68.04,66.82,57.48,32.34,21.58,54.25,24.90,68.80,60.84,37.45,43.31,59.80,80.21,72.28,62.86,51.12
1632182400,45.37,31.32,42.00,-2.37,44.40,55.84,77.83,27.72,75.95,51.77,49.40,30.99,17.98,36.17,24.90,56.20,56.04,25.93,29.45,38.05,72.38,53.79,53.66,29.21
1632268800,48.94,40.27,54.00,-7.10,55.15,56.91,57.08,33.88,69.62,46.12,45.80,39.08,31.17,40.99,27.39,58.14,71.25,25.93,20.79,27.18,77.28,81.53,52.12,26.78
1632355200,52.59,50.34,56.00,-4.73,60.75,60.13,51.89,42.10,72.79,40.47,48.50,41.77,33.57,55.46,27.39,80.43,68.85,24.49,31.19,19.03,96.84,73.13,55.19,28.00
1632441600,55.97,48.10,59.00,-4.73,71.97,56.91,57.82,48.26,69.62,38.59,53.89,52.55,39.56,53.04,34.86,76.55,84.06,36.01,34.65,21.75,85.10,65.56,68.99,31.65
1632528000,57.66,45.86,68.00,-7.10,59.82,56.91,59.30,50.31,69.62,39.53,60.17,49.86,34.77,49.43,28.64,99.81,90.46,33.13,34.65,24.46,101.73,77.33,55.19,37.73
1632614400,55.55,44.75,53.00,-7.10,59.82,56.91,59.30,50.31,69.62,36.71,61.07,53.90,34.77,51.84,28.64,94.96,70.45,33.13,34.65,24.46,100.75,77.33,53.66,37.73
1632700800,61.87,44.75,63.00,-7.10,76.17,74.09,61.52,51.34,94.94,40.47,65.56,53.90,41.96,53.04,38.60,100.78,72.85,60.50,34.65,24.46,101.73,79.01,53.66,36.52
1632787200,72.00,60.41,65.00,-7.10,93.47,70.87,69.68,73.92,85.45,53.65,72.75,66.03,41.96,71.13,41.09,98.84,105.67,76.34,38.12,24.46,117.38,90.78,58.26,43.82
1632873600,75.89,49.22,65.00,-2.37,90.66,85.91,83.02,87.27,85.45,55.53,77.24,75.46,32.37,66.31,46.07,137.60,103.27,86.42,32.92,19.03,131.07,64.72,68.99,64.51
1632960000,99.09,88.37,109.99,-1.00,93.00,80.54,128.24,138.61,99.69,84.71,105.08,105.10,44.36,79.57,63.50,161.82,128.09,106.59,31.19,76.11,178.03,63.27,78.19,73.03
1633046400,88.64,82.78,100.99,-1.00,76.17,70.87,114.15,131.42,80.70,75.29,90.71,92.98,38.36,73.54,54.79,150.20,106.47,93.62,27.72,67.96,173.14,63.27,61.32,66.95
1633132800,79.31,82.78,90.99,-1.00,76.17,70.87,102.29,121.15,80.70,64.00,75.44,78.15,35.96,68.72,54.79,121.13,100.07,93.62,27.72,59.80,136.94,47.76,56.72,52.34
1633219200,77.39,79.42,90.99,-1.00,76.17,70.87,98.59,116.02,80.70,60.24,70.05,74.11,35.96,66.31,54.79,117.25,100.07,93.62,22.52,59.80,135.97,45.28,56.72,51.12
1633305600,78.37,82.78,81.00,-1.00,79.91,74.09,96.36,116.02,72.79,59.29,65.56,74.11,35.96,66.31,57.28,112.40,114.48,96.50,24.26,76.11,134.99,47.14,61.32,53.56
1633392000,81.28,88.37,103.99,-1.00,66.83,73.02,93.40,127.31,72.79,48.94,55.68,75.46,43.16,65.10,82.18,136.63,120.88,86.42,19.06,100.57,133.03,60.78,64.39,51.12
1633478400,85.12,99.56,104.99,-1.00,67.76,83.76,87.47,148.87,68.04,49.88,69.16,84.89,39.56,73.54,94.63,109.50,124.88,100.83,27.72,106.01,142.81,76.91,59.79,32.86
1633564800,67.55,66.00,97.99,-1.00,65.43,78.39,66.71,105.75,55.38,25.41,30.54,94.32,25.18,57.87,89.65,65.89,106.47,97.94,13.86,62.52,98.79,70.71,53.66,25.56
1633651200,81.94,76.07,109.99,-1.00,84.12,90.20,81.54,126.29,87.03,36.71,43.11,138.79,25.18,68.72,105.84,76.55,128.09,120.99,17.33,73.39,112.49,76.29,67.46,28.00
1633737600,95.48,111.87,126.99,-1.00,84.12,90.20,96.36,144.77,87.03,57.41,58.38,171.13,27.57,77.15,105.84,91.09,145.70,120.99,25.99,86.98,139.88,93.66,96.58,37.73
1633824000,97.64,115.22,126.99,-1.00,84.12,90.20,96.36,152.98,87.03,63.06,58.38,179.22,27.57,81.98,105.84,93.02,145.70,120.99,29.45,89.70,142.81,96.14,96.58,46.25
1633910400,101.15,137.59,129.99,-1.00,87.86,89.13,109.70,152.98,91.78,71.53,62.87,187.30,33.57,79.57,130.74,91.09,142.50,109.47,32.92,73.39,144.77,98.00,87.39,46.25
1633996800,107.90,139.83,135.99,-1.00,100.01,108.46,115.63,137.58,129.75,80.94,78.14,198.08,28.77,75.95,120.78,83.33,139.29,125.31,32.92,70.67,155.53,115.99,99.65,57.21
1634083200,111.84,139.83,122.99,-1.00,122.91,76.24,154.18,131.42,117.09,99.77,60.17,207.51,26.37,101.27,99.61,81.40,146.50,116.67,43.31,81.55,150.64,119.71,124.18,60.86
1634169600,121.92,120.81,103.99,-1.00,147.68,121.34,154.18,137.58,137.66,105.41,70.95,225.03,43.16,110.91,136.97,87.21,158.51,106.59,57.18,70.67,154.55,125.29,142.58,74.25
1634256000,133.03,198.00,99.99,-1.00,147.68,124.56,167.52,146.82,137.66,141.18,75.44,215.60,49.15,131.40,151.91,93.99,158.51,99.38,60.64,67.96,164.33,148.86,157.91,87.64
1634342400,137.95,176.75,112.99,-1.00,147.68,124.56,166.04,166.33,137.66,145.88,81.73,220.99,50.35,161.54,175.57,88.18,160.91,99.38,69.30,73.39,188.79,148.86,151.78,97.38
1634428800,142.03,180.10,113.99,-1.00,147.68,124.56,166.78,172.49,137.66,169.41,97.00,222.34,50.35,163.95,185.53,92.06,160.91,99.38,65.84,70.67,189.76,164.37,151.78,92.51
1634515200,149.86,155.49,115.99,-1.00,184.60,135.30,180.12,175.57,136.08,182.59,94.30,235.81,47.95,172.39,163.11,98.84,155.30,109.47,110.89,76.11,194.66,172.43,179.37,91.29
1634601600,167.57,218.14,113.99,-1.00,216.84,135.30,222.37,187.89,113.93,222.12,105.08,253.33,55.15,189.27,180.55,104.65,175.32,110.91,135.14,84.26,211.28,179.25,193.17,107.11
1634688000,178.50,222.61,120.99,-1.00,225.25,165.37,210.51,185.84,136.08,243.77,130.23,262.76,82.72,174.80,240.31,82.37,206.54,116.67,169.79,108.73,211.28,188.56,154.84,136.33
1634774400,196.82,280.78,124.99,-1.00,256.56,177.18,226.08,207.40,134.50,286.12,160.76,262.76,76.72,204.94,219.15,129.85,210.54,126.75,180.19,138.63,204.44,193.52,245.29,131.46
1634860800,209.01,221.49,142.99,-1.00,287.88,176.11,245.35,211.50,136.08,302.12,170.64,344.96,92.31,195.30,217.90,131.78,220.15,126.75,221.77,157.66,228.89,199.72,257.56,152.15
1634947200,221.76,256.17,132.99,-1.00,287.88,176.11,292.05,220.74,136.08,320.94,169.75,357.09,91.11,186.86,246.54,142.44,245.77,126.75,246.03,184.84,248.45,216.47,277.49,163.10
1635033600,227.34,264.00,166.99,-1.00,287.88,176.11,309.84,229.98,136.08,312.47,169.75,398.86,94.71,212.18,239.07,140.51,245.77,126.75,246.03,195.71,268.02,205.92,277.49,163.10
1635120000,241.96,278.55,167.99,-1.00,296.29,230.87,401.01,227.93,159.82,328.47,174.24,394.81,97.10,237.49,231.60,151.16,237.76,142.60,256.42,187.56,273.89,217.09,302.02,165.54
1635206400,246.84,304.27,182.99,-1.00,285.54,221.21,386.93,231.01,183.55,320.94,170.64,371.91,117.48,250.75,232.84,147.29,268.98,151.24,259.89,195.71,274.87,241.90,323.48,163.10
1635292800,268.82,333.36,284.98,-1.00,339.75,242.68,408.43,257.71,232.61,277.65,192.20,378.64,89.91,312.24,231.60,198.65,293.00,172.84,266.82,187.56,304.21,206.54,323.48,208.14
1635379200,293.38,351.26,327.98,-1.00,343.96,239.46,431.41,264.89,272.16,359.53,185.91,416.37,145.06,318.26,231.60,162.79,326.62,180.05,355.18,173.97,345.29,274.15,325.01,243.44
1635465600,303.84,355.73,347.98,-1.00,325.73,266.31,486.26,253.60,280.08,354.83,202.08,355.74,158.24,344.79,251.52,162.79,336.23,210.29,372.51,179.40,371.70,294.62,346.48,254.39
1635552000,308.15,417.26,383.98,-1.00,325.73,266.31,426.22,261.81,280.08,363.30,196.69,305.88,165.44,359.25,249.03,172.48,326.62,210.29,457.40,182.12,366.81,297.10,358.74,299.43
1635638400,311.29,449.70,356.98,-1.00,325.73,266.31,407.69,260.79,280.08,389.65,190.40,316.66,163.04,345.99,249.03,174.42,326.62,210.29,540.57,182.12,379.53,296.48,358.74,315.25
1635724800,314.34,440.75,355.98,-1.00,321.52,279.19,351.35,273.11,325.96,405.65,207.47,322.05,182.22,319.47,252.76,173.45,392.26,236.22,495.52,184.84,402.03,287.18,331.15,321.34
1635811200,346.12,454.17,387.98,-1.00,342.55,322.15,413.62,305.96,378.18,433.89,252.37,353.04,193.01,332.73,293.85,227.72,392.26,280.87,559.63,228.33,411.81,329.36,329.61,354.20
1635897600,375.09,451.94,345.98,-1.00,376.20,354.36,517.39,327.52,409.83,510.12,263.15,357.09,293.71,347.20,232.84,257.75,365.85,299.60,634.13,233.77,442.13,388.90,407.80,356.64
1635984000,392.94,466.48,364.98,-1.00,417.79,391.95,499.60,372.70,428.82,466.83,281.11,318.01,254.15,376.13,321.25,307.17,425.89,335.60,687.84,277.26,485.17,351.06,384.80,380.98
1636070400,413.90,524.65,371.98,-1.00,447.24,387.65,484.77,407.61,458.88,512.95,273.03,353.04,260.14,355.64,337.43,322.68,523.55,352.89,760.61,339.78,481.26,347.34,418.53,383.42
1636156800,427.02,466.48,375.98,-1.00,447.24,387.65,524.06,463.05,519.01,497.89,310.75,416.37,278.12,395.42,367.32,327.52,548.37,352.89,738.08,326.18,486.15,369.67,404.73,368.81
1636243200,433.40,425.09,367.98,-1.00,447.24,387.65,536.66,458.94,519.01,522.36,325.12,408.29,279.32,394.21,387.24,343.03,548.37,352.89,828.18,337.06,516.47,377.74,404.73,368.81
1636329600,450.93,417.26,384.98,-1.00,491.63,393.02,644.14,472.29,591.80,560.95,301.77,406.94,274.53,402.65,384.75,350.78,537.16,342.81,873.23,350.65,510.60,380.84,420.07,390.72
1636416000,466.87,387.05,377.98,-1.00,505.19,393.02,707.89,462.02,613.95,599.54,324.22,419.07,256.55,436.41,453.23,333.34,610.01,350.01,816.05,353.37,485.17,422.39,459.93,389.50
1636502400,485.29,435.16,422.97,-1.00,460.32,415.57,649.33,450.73,729.47,613.65,297.28,478.36,201.40,460.52,626.31,326.55,677.26,352.89,899.22,432.19,526.25,445.96,447.66,422.37
1636588800,501.93,447.46,389.98,-1.00,470.14,382.28,784.98,449.70,783.27,615.54,347.57,548.43,209.79,449.67,501.79,384.69,708.48,361.53,937.33,448.50,533.10,468.29,413.93,433.32
1636675200,520.58,431.80,395.98,-1.00,506.12,422.01,774.60,443.54,844.98,576.01,378.11,578.07,266.14,530.44,630.04,404.07,660.44,384.58,923.47,434.91,528.21,491.24,407.80,495.40
1636761600,534.13,567.16,411.98,-1.00,506.12,422.01,789.43,408.63,886.12,575.06,379.01,579.42,249.35,564.20,694.79,446.71,599.60,384.58,1004.90,527.33,553.64,495.58,426.20,469.84
1636848000,550.72,582.82,425.97,-1.00,506.12,422.01,776.83,521.57,886.12,538.36,373.62,567.29,248.15,588.31,737.13,471.90,683.66,384.58,1065.54,505.59,564.40,499.93,426.20,540.44
1636934400,559.02,623.09,423.97,-1.00,516.40,440.27,746.43,588.31,857.64,510.12,408.65,619.85,225.38,587.10,749.58,465.12,705.27,422.03,1004.90,511.02,602.55,516.05,381.74,553.82
1637020800,579.46,709.23,431.97,-1.00,569.21,438.12,705.67,622.19,935.17,523.30,381.70,654.88,300.90,597.95,703.51,500.00,627.62,423.47,1198.95,568.10,645.59,511.71,420.07,593.99
1637107200,579.88,715.94,418.97,-1.00,576.69,483.22,681.95,625.27,863.97,559.06,393.38,683.18,324.88,625.68,849.19,517.45,529.96,401.86,1020.50,568.10,599.62,550.79,430.80,592.77
1637193600,605.66,815.50,459.97,-1.00,577.62,528.32,589.29,652.99,965.24,573.18,383.50,737.08,359.64,700.42,1088.26,548.45,507.54,403.30,1072.47,619.75,555.60,576.22,404.73,653.63
1637280000,620.05,892.69,481.97,-1.00,518.27,540.13,603.37,601.66,925.68,655.06,394.28,741.12,364.44,713.68,992.38,679.27,535.56,391.78,1164.30,701.30,581.03,607.23,417.00,676.76
1637366400,642.03,827.81,475.97,-1.00,518.74,540.13,549.26,786.46,949.41,717.18,421.22,761.33,390.81,776.37,1099.46,741.29,609.21,391.78,1079.40,728.48,585.92,600.41,390.94,731.54
1637452800,656.42,807.67,490.97,-1.00,518.74,540.13,549.26,838.83,949.41,776.48,525.40,786.93,402.80,822.18,1145.53,758.73,525.15,391.78,1141.78,766.53,590.81,606.61,390.94,729.10
1637539200,705.13,822.21,491.97,-1.00,590.24,682.95,655.26,914.80,1028.53,902.60,528.10,801.76,441.16,836.65,1149.27,794.58,526.75,393.22,1391.27,763.82,586.90,633.28,489.05,718.15
1637625600,741.64,906.11,497.97,-1.00,629.03,720.54,789.43,917.88,1169.36,990.13,541.57,862.39,414.79,829.42,1225.22,783.92,628.42,423.47,1384.34,842.64,582.01,614.67,453.79,738.84
1637712000,804.31,1009.03,495.97,-1.00,662.68,771.01,907.28,978.46,1363.99,1014.60,574.80,859.70,571.83,964.44,1265.07,890.51,751.71,456.59,1592.25,880.70,580.05,609.71,455.33,786.31
1637798400,837.50,1035.88,511.97,-1.00,679.03,779.60,936.93,1072.92,1371.90,1022.13,641.26,826.01,589.81,1009.04,1333.55,873.07,853.37,485.40,1531.61,916.03,616.25,669.26,516.65,839.87
1637884800,893.42,1109.71,516.97,-1.00,805.21,876.24,1003.65,1235.14,1441.52,998.60,678.08,840.83,605.40,1123.57,1410.75,687.99,1107.14,501.25,1514.29,924.19,655.37,730.66,501.32,856.91
1637971200,912.45,1185.78,499.97,-1.00,804.74,991.14,1062.95,1125.28,1376.65,992.95,712.21,838.14,660.54,1171.79,1405.77,687.99,1274.46,501.25,1607.85,769.25,629.94,704.61,554.98,895.86
1638057600,928.90,1205.91,538.97,-1.00,804.74,991.14,1122.25,1158.13,1376.65,1019.30,619.71,830.05,653.35,1227.25,1455.57,782.95,1275.26,501.25,1457.11,918.75,642.66,725.70,554.98,979.84
1638144000,982.57,1264.08,560.97,-1.00,758.48,867.65,1153.38,1160.19,1446.27,1025.89,652.04,824.66,661.74,1239.30,1527.79,1290.71,1402.54,692.81,1422.46,1003.02,699.39,737.48,754.28,1039.49
1638230400,1013.84,1220.45,580.97,-1.00,776.70,873.02,1143.00,1162.24,1337.09,997.66,694.25,813.88,696.51,1352.62,1526.55,1486.45,1568.25,864.22,1418.99,1011.17,756.12,712.67,809.47,1050.44
1638316800,1054.29,1218.22,563.97,-1.00,807.55,873.02,1259.38,1136.57,1345.00,966.60,758.02,874.52,701.30,1370.71,1521.57,1535.87,1700.34,1101.88,1311.57,986.71,817.75,743.07,866.19,1198.94
1638403200,1070.18,1161.16,573.97,-1.00,793.53,941.74,1335.73,1032.88,1417.79,1105.89,750.83,970.19,739.67,1412.90,1471.76,1599.82,1672.32,1088.91,1226.67,1081.85,848.07,741.83,890.72,1207.46
1638489600,1081.38,1139.91,554.97,-1.00,794.46,852.62,1377.23,946.63,1610.84,1099.30,794.84,1052.39,756.45,1344.18,1438.14,1846.92,1417.75,1568.55,1069.01,1092.72,845.14,712.05,1017.97,1226.93
1638576000,1077.96,1059.37,536.97,-1.00,794.46,849.40,1317.94,914.80,1868.76,1066.36,779.57,1077.99,738.47,1365.88,1191.60,1801.37,1300.87,1967.53,1006.64,1223.19,848.07,756.71,1036.36,1242.76
1638662400,1081.43,1041.47,567.97,-1.00,794.46,849.40,1258.64,771.06,1868.76,1062.60,778.67,1090.12,762.44,1287.52,1600.01,1891.49,1300.07,2079.88,991.04,1060.10,820.68,754.85,1036.36,1147.82
1638748800,1063.06,932.96,542.97,-1.00,799.14,897.72,1357.96,712.54,1982.69,1125.66,741.85,1108.99,745.66,1301.99,1570.13,1796.53,1296.87,1871.03,963.32,994.86,808.94,741.83,849.33,1091.83
1638835200,1073.09,925.13,535.97,-1.00,783.25,883.76,1419.49,725.89,1989.02,1131.30,760.71,1110.33,834.37,1332.13,1703.36,1846.92,1172.79,1943.05,876.69,983.99,858.83,722.60,860.06,1117.39
1638921600,1076.13,908.35,574.97,-1.00,764.55,925.64,1344.62,694.06,1985.85,1215.07,806.52,1091.47,732.47,1334.54,1618.69,1934.13,1174.39,1856.63,1036.09,1136.21,818.73,756.09,893.79,1100.35
1639008000,1071.77,793.13,596.96,-1.00,829.05,902.01,1414.30,735.13,2022.25,1170.83,729.28,1021.40,701.30,1293.55,1634.87,1895.37,1180.79,1871.03,1166.03,978.55,853.94,720.74,902.99,1060.18
1639094400,1044.82,671.19,631.96,-1.00,810.35,951.41,1358.70,754.64,1905.15,1270.60,705.03,910.90,713.29,1221.22,1628.65,1850.79,1216.82,1483.57,1233.61,918.75,839.27,731.28,834.00,1032.18
1639180800,1050.12,601.84,668.96,-1.00,810.35,972.89,1460.25,711.51,1778.57,1392.01,701.44,902.82,725.28,1185.05,1826.63,1847.89,1228.03,1084.59,1299.44,956.81,895.02,718.88,803.34,1083.30
1639267200,1047.12,771.87,592.96,-1.00,809.88,972.89,1606.28,799.81,1778.57,1421.19,751.73,896.08,707.30,1204.34,1373.39,1701.57,1228.03,972.24,1418.99,948.65,959.58,717.64,803.34,1032.18
1639353600,999.96,815.50,608.96,-1.00,820.63,921.34,1308.30,854.23,1599.76,1296.01,735.56,873.17,720.49,1187.46,1324.83,1423.46,1124.76,1016.90,1318.50,937.78,998.71,714.53,876.92,1032.18
1639440000,967.10,701.40,619.96,-1.00,822.04,937.45,1004.39,884.00,1674.13,1336.48,718.50,830.05,640.16,1145.27,1261.33,1345.94,1176.79,769.15,1185.09,964.96,972.30,823.70,729.75,1114.95
1639526400,905.23,679.02,563.97,-1.00,822.50,904.16,913.96,890.16,1536.47,1298.84,598.15,804.45,676.13,951.18,1011.06,1294.59,1167.18,651.04,1062.08,891.57,947.84,778.42,673.02,985.93
1639612800,884.33,749.50,497.97,-1.00,768.76,890.20,791.65,728.97,1458.93,1350.60,689.76,764.03,684.52,958.41,925.14,1295.56,1093.53,921.83,1022.23,899.73,895.02,729.42,809.47,927.50
1639699200,871.76,790.89,443.97,-1.00,777.64,877.32,741.99,906.59,1365.57,1232.01,673.59,734.38,597.01,987.34,1024.75,1206.41,1056.71,1011.13,1075.94,913.32,907.74,669.26,768.08,904.38
1639785600,857.65,794.25,440.97,-1.00,777.64,850.47,737.54,939.44,1322.85,1121.89,724.79,716.87,601.80,941.53,997.36,1116.29,1050.31,1011.13,1091.53,888.85,910.67,657.47,807.94,837.43
1639872000,827.98,630.92,425.97,-1.00,778.11,850.47,591.51,882.98,1322.85,1087.07,690.66,696.65,592.21,886.08,1001.10,1188.00,1049.51,1011.13,966.79,875.26,870.57,625.22,807.94,858.12
1639958400,809.70,625.33,397.98,-1.00,812.69,827.92,614.49,762.85,1197.84,1119.07,689.76,664.31,551.45,867.99,1029.73,1069.78,966.25,1087.47,916.54,888.85,805.03,636.38,827.87,864.21
1640044800,792.73,655.53,366.98,-1.00,843.07,789.26,719.01,665.31,1047.52,1104.95,646.65,641.41,581.42,819.77,972.46,1002.92,906.21,1195.50,1041.29,853.52,732.65,593.58,907.59,747.36
1640131200,774.31,589.53,342.98,-1.00,826.24,737.72,670.09,578.04,1031.69,1296.01,673.59,541.69,559.84,867.99,1119.38,910.86,727.69,1198.38,1020.50,752.94,765.91,578.70,906.05,737.62
1640217600,715.02,495.56,302.98,-1.00,829.51,678.66,606.34,887.08,813.33,1085.19,560.43,459.49,533.47,778.78,1049.66,852.72,667.65,916.07,954.66,736.63,717.97,570.63,722.08,676.76
1640304000,650.42,441.87,274.98,-1.00,763.62,590.60,564.09,794.68,667.75,1024.01,576.60,436.59,508.30,755.88,885.30,808.15,613.21,689.93,829.91,649.65,663.20,527.84,617.83,632.94
1640390400,579.55,402.72,219.99,-1.00,763.62,522.95,466.98,749.50,519.01,953.42,464.33,382.69,421.98,606.39,727.16,862.41,484.33,698.58,672.25,521.90,566.36,486.90,588.70,503.92
1640476800,560.85,402.72,211.99,-1.00,763.62,522.95,502.56,858.33,519.01,879.07,426.61,358.43,424.38,584.69,611.37,695.74,485.13,698.58,559.63,527.33,502.78,481.94,588.70,516.09
1640563200,518.15,394.89,246.99,-1.00,606.60,430.60,426.96,893.24,585.47,838.60,431.10,331.48,466.34,582.28,592.69,639.54,481.92,563.18,526.71,508.30,442.13,419.29,462.99,486.88
1640649600,473.52,369.16,201.99,-1.00,475.28,409.13,393.60,875.79,500.02,879.07,440.98,308.58,456.75,549.73,554.09,594.97,322.62,468.12,457.40,377.83,425.50,405.65,427.73,514.87
1640736000,453.65,353.50,192.99,-1.00,408.45,353.29,423.99,916.86,495.28,742.60,412.24,318.01,380.02,519.59,473.15,571.71,412.28,625.12,452.21,356.08,403.00,370.29,427.73,434.54
1640822400,435.74,369.16,183.99,-1.00,393.96,323.22,441.04,668.39,539.58,786.83,403.26,330.14,382.42,452.08,424.59,526.17,411.48,609.27,358.65,320.75,376.59,370.29,417.00,519.74
1640908800,421.58,346.78,179.99,-1.00,404.71,306.04,434.37,542.11,539.58,784.95,324.22,301.84,382.42,419.53,419.61,517.45,411.48,615.03,365.58,326.18,361.92,357.89,458.39,514.87
1640995200,415.02,333.36,194.99,-1.00,404.71,267.38,466.24,524.65,539.58,784.01,290.09,304.53,396.81,421.94,429.57,493.22,411.48,606.39,310.13,320.75,380.51,347.96,372.54,514.87
1641081600,410.57,341.19,194.99,-1.00,404.71,267.38,441.78,386.04,539.58,814.13,295.48,293.75,392.01,421.94,429.57,491.28,411.48,612.15,325.73,350.65,368.77,355.41,401.67,513.66
1641168000,418.02,336.72,176.99,-1.00,557.99,271.68,424.73,387.07,544.33,683.30,284.71,291.06,399.20,413.50,409.65,489.35,425.09,604.95,323.99,334.34,374.64,390.76,351.08,519.74
1641254400,422.19,368.04,190.99,-1.00,563.13,312.48,419.55,455.86,574.39,530.83,292.79,292.41,407.60,417.12,354.87,498.07,494.73,653.92,315.33,350.65,386.38,370.29,354.14,511.22
1641340800,383.85,312.10,187.99,-1.00,587.44,251.28,359.50,524.65,501.61,383.06,279.32,284.32,409.99,344.79,307.55,444.77,377.85,473.88,233.90,337.06,392.25,342.38,303.55,540.44
1641427200,360.09,294.21,200.99,-1.00,505.19,240.54,318.74,533.89,474.71,348.24,292.79,291.06,389.61,337.55,276.42,453.49,343.43,442.19,235.63,301.72,409.85,310.13,282.09,450.36
1641513600,345.88,297.56,219.99,-1.00,408.91,230.87,319.48,554.43,528.51,345.42,283.81,280.28,401.60,298.98,222.88,442.83,323.42,458.04,194.05,274.54,395.18,320.05,283.62,423.58
1641600000,355.96,321.05,221.99,-1.00,408.91,260.94,312.06,508.22,528.51,377.42,326.92,270.85,398.01,324.29,221.64,457.37,323.42,458.04,206.18,318.03,373.66,352.30,331.15,457.67
1641686400,362.01,310.99,221.99,-1.00,408.91,260.94,315.03,752.58,528.51,339.77,320.63,291.06,398.01,329.11,221.64,457.37,323.42,452.27,194.05,285.41,366.81,347.96,302.02,433.32
1641772800,341.06,280.78,208.99,-1.00,308.91,254.50,309.84,684.82,416.16,347.30,341.29,293.75,364.44,323.09,220.39,449.62,350.64,433.55,199.25,282.69,341.38,326.25,315.82,427.24
1641859200,287.29,202.48,215.99,-1.00,281.80,212.62,260.18,621.16,367.11,277.65,276.62,260.07,272.13,242.31,150.66,368.22,269.78,321.20,176.72,228.33,343.34,273.53,305.08,342.03
1641945600,258.09,203.60,229.99,-1.00,244.88,185.77,232.75,534.92,294.32,277.65,312.55,225.03,244.56,217.00,141.95,287.79,239.36,266.47,143.81,198.43,278.78,251.82,297.42,299.43
1642032000,236.01,198.00,225.99,-1.00,235.53,164.30,186.79,497.96,242.10,249.41,297.28,195.39,222.98,201.33,119.53,223.84,219.35,230.46,110.89,228.33,254.32,246.86,286.69,288.48
1642118400,228.09,157.73,229.99,-1.00,262.64,185.77,169.00,423.01,210.45,248.47,313.45,202.12,208.59,200.12,119.53,181.20,201.74,181.49,121.28,233.77,248.45,254.30,280.55,267.78
1642204800,217.45,146.54,239.99,-1.00,262.64,176.11,148.99,423.01,210.45,227.77,278.42,204.82,206.20,153.10,122.02,156.98,212.94,181.49,121.28,217.46,227.91,236.94,245.29,262.91
1642291200,205.68,146.54,239.99,-1.00,262.64,176.11,134.91,103.70,210.45,198.59,345.78,202.12,207.39,190.48,119.53,156.98,213.74,181.49,126.48,217.46,238.67,248.72,245.29,230.05
1642377600,210.79,159.97,250.98,-1.00,245.35,179.33,199.40,147.85,223.11,208.00,341.29,195.39,183.42,194.09,127.00,158.92,196.93,185.81,126.48,225.61,249.43,228.25,254.49,256.83
1642464000,223.35,152.14,261.98,-1.00,264.98,181.48,202.36,140.66,210.45,217.41,392.48,220.99,222.98,232.67,149.42,153.10,192.93,184.37,147.27,225.61,244.54,235.08,275.96,307.95
1642550400,241.78,170.04,303.98,-1.00,287.41,206.17,214.22,162.22,240.52,182.59,391.58,261.41,234.97,238.70,170.58,147.29,239.36,180.05,157.67,217.46,247.48,284.08,295.89,352.99
1642636800,265.59,187.93,332.98,-1.00,286.47,210.47,243.13,175.57,262.67,186.35,440.98,262.76,252.95,267.63,221.64,173.45,273.78,194.45,171.53,192.99,279.76,326.87,331.15,415.06
