Timestamp,Altersgruppe,7T_Hospitalisierung_Faelle,7T_Hospitalisierung_Inzidenz,Hospitalisierung_Faelle
1628726400,35-59,4,0.55,0.57
1628726400,60-79,4,0.72,0.57
1628726400,80+,5,2.79,0.71
1628812800,00+,17,0.80,2.43
1628812800,00-04,0,0.00,0.00
1628812800,05-14,0,0.00,0.00
1628812800,15-34,3,0.77,0.43
1628812800,35-59,4,0.55,0.57
1628812800,60-79,5,0.89,0.71
1628812800,80+,5,2.79,0.71
1628899200,00+,17,0.80,2.43
1628899200,00-04,0,0.00,0.00
1628899200,05-14,0,0.00,0.00
1628899200,15-34,4,1.03,0.57
1628899200,35-59,4,0.55,0.57
1628899200,60-79,6,1.07,0.86
1628899200,80+,3,1.67,0.43
1628985600,00+,16,0.75,2.29
1628985600,00-04,0,0.00,0.00
1628985600,05-14,0,0.00,0.00
1628985600,15-34,4,1.03,0.57
1628985600,35-59,3,0.42,0.43
1628985600,60-79,6,1.07,0.86
1628985600,80+,3,1.67,0.43
1629072000,00+,13,0.61,1.86
1629072000,00-04,0,0.00,0.00
1629072000,05-14,0,0.00,0.00
1629072000,15-34,2,0.52,0.29
1629072000,35-59,4,0.55,0.57
1629072000,60-79,4,0.72,0.57
1629072000,80+,3,1.67,0.43
1629158400,00+,16,0.75,2.29
1629158400,00-04,0,0.00,0.00
1629158400,05-14,1,0.54,0.14
1629158400,15-34,2,0.52,0.29
1629158400,35-59,7,0.97,1.00
1629158400,60-79,3,0.54,0.43
1629158400,80+,3,1.67,0.43
1629244800,00+,18,0.85,2.57
1629244800,00-04,0,0.00,0.00
1629244800,05-14,1,0.54,0.14
1629244800,15-34,4,1.03,0.57
1629244800,35-59,8,1.11,1.14
1629244800,60-79,3,0.54,0.43
1629244800,80+,2,1.12,0.29
1629331200,00+,18,0.85,2.57
1629331200,00-04,0,0.00,0.00
1629331200,05-14,1,0.54,0.14
1629331200,15-34,3,0.77,0.43
1629331200,35-59,8,1.11,1.14
1629331200,60-79,4,0.72,0.57
1629331200,80+,2,1.12,0.29
1629417600,00+,19,0.90,2.71
1629417600,00-04,0,0.00,0.00
1629417600,05-14,1,0.54,0.14
1629417600,15-34,3,0.77,0.43
1629417600,35-59,8,1.11,1.14
1629417600,60-79,4,0.72,0.57
1629417600,80+,3,1.67,0.43
1629504000,00+,20,0.94,2.86
1629504000,00-04,0,0.00,0.00
1629504000,05-14,1,0.54,0.14
1629504000,15-34,2,0.52,0.29
1629504000,35-59,8,1.11,1.14
1629504000,60-79,6,1.07,0.86
1629504000,80+,3,1.67,0.43
1629590400,00+,21,0.99,3.00
1629590400,00-04,1,1.14,0.14
1629590400,05-14,1,0.54,0.14
1629590400,15-34,2,0.52,0.29
1629590400,35-59,9,1.25,1.29
1629590400,60-79,6,1.07,0.86
1629590400,80+,2,1.12,0.29
1629676800,00+,21,0.99,3.00
1629676800,00-04,1,1.14,0.14
1629676800,05-14,1,0.54,0.14
1629676800,15-34,2,0.52,0.29
1629676800,35-59,9,1.25,1.29
1629676800,60-79,6,1.07,0.86
1629676800,80+,2,1.12,0.29
1629763200,00+,18,0.85,2.57
1629763200,00-04,1,1.14,0.14
1629763200,05-14,0,0.00,0.00
1629763200,15-34,2,0.52,0.29
1629763200,35-59,6,0.83,0.86
1629763200,60-79,7,1.25,1.00
1629763200,80+,2,1.12,0.29
1629849600,00+,17,0.80,2.43
1629849600,00-04,1,1.14,0.14
1629849600,05-14,0,0.00,0.00
1629849600,15-34,2,0.52,0.29
1629849600,35-59,4,0.55,0.57
1629849600,60-79,7,1.25,1.00
1629849600,80+,3,1.67,0.43
1629936000,00+,20,0.94,2.86
1629936000,00-04,1,1.14,0.14
1629936000,05-14,0,0.00,0.00
1629936000,15-34,2,0.52,0.29
1629936000,35-59,6,0.83,0.86
1629936000,60-79,9,1.61,1.29
1629936000,80+,2,1.12,0.29
1630022400,00+,29,1.37,4.14
1630022400,00-04,2,2.28,0.29
1630022400,05-14,0,0.00,0.00
1630022400,15-34,3,0.77,0.43
1630022400,35-59,9,1.25,1.29
1630022400,60-79,12,2.15,1.71
1630022400,80+,3,1.67,0.43
1630108800,00+,29,1.37,4.14
1630108800,00-04,2,2.28,0.29
1630108800,05-14,0,0.00,0.00
1630108800,15-34,3,0.77,0.43
1630108800,35-59,11,1.52,1.57
1630108800,60-79,10,1.79,1.43
1630108800,80+,3,1.67,0.43
1630195200,00+,31,1.46,4.43
1630195200,00-04,1,1.14,0.14
1630195200,05-14,0,0.00,0.00
1630195200,15-34,4,1.03,0.57
1630195200,35-59,12,1.66,1.71
1630195200,60-79,11,1.97,1.57
1630195200,80+,3,1.67,0.43
1630281600,00+,30,1.41,4.29
1630281600,00-04,1,1.14,0.14
1630281600,05-14,0,0.00,0.00
1630281600,15-34,4,1.03,0.57
1630281600,35-59,11,1.52,1.57
1630281600,60-79,11,1.97,1.57
1630281600,80+,3,1.67,0.43
1630368000,00+,38,1.79,5.43
1630368000,00-04,1,1.14,0.14
1630368000,05-14,0,0.00,0.00
1630368000,15-34,5,1.29,0.71
1630368000,35-59,17,2.35,2.43
1630368000,60-79,11,1.97,1.57
1630368000,80+,4,2.23,0.57
1630454400,00+,40,1.89,5.71
1630454400,00-04,2,2.28,0.29
1630454400,05-14,0,0.00,0.00
1630454400,15-34,3,0.77,0.43
1630454400,35-59,18,2.49,2.57
1630454400,60-79,12,2.15,1.71
1630454400,80+,5,2.79,0.71
1630540800,00+,47,2.22,6.71
1630540800,00-04,3,3.42,0.43
1630540800,05-14,0,0.00,0.00
1630540800,15-34,3,0.77,0.43
1630540800,35-59,19,2.63,2.71
1630540800,60-79,16,2.86,2.29
1630540800,80+,6,3.35,0.86
1630627200,00+,46,2.17,6.57
1630627200,00-04,2,2.28,0.29
1630627200,05-14,1,0.54,0.14
1630627200,15-34,4,1.03,0.57
1630627200,35-59,18,2.49,2.57
1630627200,60-79,15,2.68,2.14
1630627200,80+,6,3.35,0.86
1630713600,00+,53,2.50,7.57
1630713600,00-04,3,3.42,0.43
1630713600,05-14,1,0.54,0.14
1630713600,15-34,5,1.29,0.71
1630713600,35-59,19,2.63,2.71
1630713600,60-79,18,3.22,2.57
1630713600,80+,7,3.91,1.00
1630800000,00+,53,2.50,7.57
1630800000,00-04,4,4.56,0.57
1630800000,05-14,1,0.54,0.14
1630800000,15-34,4,1.03,0.57
1630800000,35-59,18,2.49,2.57
1630800000,60-79,17,3.04,2.43
1630800000,80+,9,5.02,1.29
1630886400,00+,56,2.64,8.00
1630886400,00-04,4,4.56,0.57
1630886400,05-14,1,0.54,0.14
1630886400,15-34,4,1.03,0.57
1630886400,35-59,18,2.49,2.57
1630886400,60-79,20,3.58,2.86
1630886400,80+,9,5.02,1.29
1630972800,00+,55,2.59,7.86
1630972800,00-04,5,5.70,0.71
1630972800,05-14,1,0.54,0.14
1630972800,15-34,5,1.29,0.71
1630972800,35-59,15,2.08,2.14
1630972800,60-79,20,3.58,2.86
1630972800,80+,9,5.02,1.29
1631059200,00+,56,2.64,8.00
1631059200,00-04,4,4.56,0.57
1631059200,05-14,1,0.54,0.14
1631059200,15-34,5,1.29,0.71
1631059200,35-59,18,2.49,2.57
1631059200,60-79,20,3.58,2.86
1631059200,80+,8,4.47,1.14
1631145600,00+,51,2.41,7.29
1631145600,00-04,3,3.42,0.43
1631145600,05-14,1,0.54,0.14
1631145600,15-34,6,1.55,0.86
1631145600,35-59,15,2.08,2.14
1631145600,60-79,16,2.86,2.29
1631145600,80+,10,5.58,1.43
1631232000,00+,50,2.36,7.14
1631232000,00-04,3,3.42,0.43
1631232000,05-14,0,0.00,0.00
1631232000,15-34,9,2.32,1.29
1631232000,35-59,14,1.94,2.00
1631232000,60-79,16,2.86,2.29
1631232000,80+,8,4.47,1.14
1631318400,00+,44,2.08,6.29
1631318400,00-04,2,2.28,0.29
1631318400,05-14,1,0.54,0.14
1631318400,15-34,8,2.07,1.14
1631318400,35-59,11,1.52,1.57
1631318400,60-79,14,2.50,2.00
1631318400,80+,8,4.47,1.14
1631404800,00+,43,2.03,6.14
1631404800,00-04,2,2.28,0.29
1631404800,05-14,1,0.54,0.14
1631404800,15-34,8,2.07,1.14
1631404800,35-59,11,1.52,1.57
1631404800,60-79,15,2.68,2.14
1631404800,80+,6,3.35,0.86
1631491200,00+,41,1.93,5.86
1631491200,00-04,2,2.28,0.29
1631491200,05-14,1,0.54,0.14
1631491200,15-34,8,2.07,1.14
1631491200,35-59,12,1.66,1.71
1631491200,60-79,12,2.15,1.71
1631491200,80+,6,3.35,0.86
1631577600,00+,36,1.70,5.14
1631577600,00-04,1,1.14,0.14
1631577600,05-14,1,0.54,0.14
1631577600,15-34,7,1.81,1.00
1631577600,35-59,10,1.38,1.43
1631577600,60-79,11,1.97,1.57
1631577600,80+,6,3.35,0.86
1631664000,00+,45,2.12,6.43
1631664000,00-04,1,1.14,0.14
1631664000,05-14,1,0.54,0.14
1631664000,15-34,11,2.84,1.57
1631664000,35-59,10,1.38,1.43
1631664000,60-79,16,2.86,2.29
1631664000,80+,6,3.35,0.86
1631750400,00+,42,1.98,6.00
1631750400,00-04,2,2.28,0.29
1631750400,05-14,1,0.54,0.14
1631750400,15-34,11,2.84,1.57
1631750400,35-59,11,1.52,1.57
1631750400,60-79,14,2.50,2.00
1631750400,80+,3,1.67,0.43
1631836800,00+,51,2.41,7.29
1631836800,00-04,2,2.28,0.29
1631836800,05-14,1,0.54,0.14
1631836800,15-34,6,1.55,0.86
1631836800,35-59,22,3.04,3.14
1631836800,60-79,17,3.04,2.43
1631836800,80+,3,1.67,0.43
1631923200,00+,55,2.59,7.86
1631923200,00-04,3,3.42,0.43
1631923200,05-14,0,0.00,0.00
1631923200,15-34,7,1.81,1.00
1631923200,35-59,25,3.46,3.57
1631923200,60-79,16,2.86,2.29
1631923200,80+,4,2.23,0.57
1632009600,00+,57,2.69,8.14
1632009600,00-04,2,2.28,0.29
1632009600,05-14,0,0.00,0.00
1632009600,15-34,9,2.32,1.29
1632009600,35-59,25,3.46,3.57
1632009600,60-79,16,2.86,2.29
1632009600,80+,5,2.79,0.71
1632096000,00+,58,2.74,8.29
1632096000,00-04,2,2.28,0.29
1632096000,05-14,0,0.00,0.00
1632096000,15-34,9,2.32,1.29
1632096000,35-59,24,3.32,3.43
1632096000,60-79,16,2.86,2.29
1632096000,80+,7,3.91,1.00
1632182400,00+,58,2.74,8.29
1632182400,00-04,2,2.28,0.29
1632182400,05-14,0,0.00,0.00
1632182400,15-34,9,2.32,1.29
1632182400,35-59,23,3.18,3.29
1632182400,60-79,16,2.86,2.29
1632182400,80+,8,4.47,1.14
1632268800,00+,52,2.45,7.43
1632268800,00-04,2,2.28,0.29
1632268800,05-14,0,0.00,0.00
1632268800,15-34,7,1.81,1.00
1632268800,35-59,21,2.91,3.00
1632268800,60-79,12,2.15,1.71
1632268800,80+,10,5.58,1.43
1632355200,00+,62,2.92,8.86
1632355200,00-04,3,3.42,0.43
1632355200,05-14,0,0.00,0.00
1632355200,15-34,6,1.55,0.86
1632355200,35-59,22,3.04,3.14
1632355200,60-79,17,3.04,2.43
1632355200,80+,14,7.81,2.00
1632441600,00+,54,2.55,7.71
1632441600,00-04,3,3.42,0.43
1632441600,05-14,0,0.00,0.00
1632441600,15-34,6,1.55,0.86
1632441600,35-59,12,1.66,1.71
1632441600,60-79,14,2.50,2.00
1632441600,80+,19,10.60,2.71
1632528000,00+,54,2.55,7.71
1632528000,00-04,3,3.42,0.43
1632528000,05-14,0,0.00,0.00
1632528000,15-34,6,1.55,0.86
1632528000,35-59,9,1.25,1.29
1632528000,60-79,18,3.22,2.57
1632528000,80+,18,10.05,2.57
1632614400,00+,59,2.78,8.43
1632614400,00-04,3,3.42,0.43
1632614400,05-14,0,0.00,0.00
1632614400,15-34,5,1.29,0.71
1632614400,35-59,11,1.52,1.57
1632614400,60-79,20,3.58,2.86
1632614400,80+,20,11.16,2.86
1632700800,00+,61,2.88,8.71
1632700800,00-04,3,3.42,0.43
1632700800,05-14,0,0.00,0.00
1632700800,15-34,5,1.29,0.71
1632700800,35-59,13,1.80,1.86
1632700800,60-79,21,3.75,3.00
1632700800,80+,19,10.60,2.71
1632787200,00+,80,3.77,11.43
1632787200,00-04,3,3.42,0.43
1632787200,05-14,1,0.54,0.14
1632787200,15-34,7,1.81,1.00
1632787200,35-59,19,2.63,2.71
1632787200,60-79,31,5.54,4.43
1632787200,80+,19,10.60,2.71
1632873600,00+,88,4.15,12.57
1632873600,00-04,3,3.42,0.43
1632873600,05-14,1,0.54,0.14
1632873600,15-34,7,1.81,1.00
1632873600,35-59,23,3.18,3.29
1632873600,60-79,35,6.26,5.00
1632873600,80+,19,10.60,2.71
1632960000,00+,95,4.48,13.57
1632960000,00-04,1,1.14,0.14
1632960000,05-14,2,1.09,0.29
1632960000,15-34,8,2.07,1.14
1632960000,35-59,26,3.60,3.71
1632960000,60-79,33,5.90,4.71
1632960000,80+,25,13.95,3.57
1633046400,00+,94,4.43,13.43
1633046400,00-04,1,1.14,0.14
1633046400,05-14,2,1.09,0.29
1633046400,15-34,9,2.32,1.29
1633046400,35-59,27,3.74,3.86
1633046400,60-79,33,5.90,4.71
1633046400,80+,22,12.28,3.14
1633132800,00+,93,4.39,13.29
1633132800,00-04,1,1.14,0.14
1633132800,05-14,2,1.09,0.29
1633132800,15-34,8,2.07,1.14
1633132800,35-59,31,4.29,4.43
1633132800,60-79,28,5.01,4.00
1633132800,80+,23,12.84,3.29
1633219200,00+,86,4.06,12.29
1633219200,00-04,1,1.14,0.14
1633219200,05-14,2,1.09,0.29
1633219200,15-34,8,2.07,1.14
1633219200,35-59,28,3.87,4.00
1633219200,60-79,26,4.65,3.71
1633219200,80+,21,11.72,3.00
1633305600,00+,90,4.24,12.86
1633305600,00-04,1,1.14,0.14
1633305600,05-14,3,1.63,0.43
1633305600,15-34,8,2.07,1.14
1633305600,35-59,28,3.87,4.00
1633305600,60-79,27,4.83,3.86
1633305600,80+,23,12.84,3.29
1633392000,00+,89,4.20,12.71
1633392000,00-04,2,2.28,0.29
1633392000,05-14,2,1.09,0.29
1633392000,15-34,6,1.55,0.86
1633392000,35-59,28,3.87,4.00
1633392000,60-79,24,4.29,3.43
1633392000,80+,27,15.07,3.86
1633478400,00+,91,4.29,13.00
1633478400,00-04,2,2.28,0.29
1633478400,05-14,2,1.09,0.29
1633478400,15-34,7,1.81,1.00
1633478400,35-59,25,3.46,3.57
1633478400,60-79,24,4.29,3.43
1633478400,80+,31,17.30,4.43
1633564800,00+,89,4.20,12.71
1633564800,00-04,2,2.28,0.29
1633564800,05-14,1,0.54,0.14
1633564800,15-34,9,2.32,1.29
1633564800,35-59,24,3.32,3.43
1633564800,60-79,24,4.29,3.43
1633564800,80+,29,16.19,4.14
1633651200,00+,100,4.72,14.29
1633651200,00-04,2,2.28,0.29
1633651200,05-14,1,0.54,0.14
1633651200,15-34,10,2.58,1.43
1633651200,35-59,27,3.74,3.86
1633651200,60-79,26,4.65,3.71
1633651200,80+,34,18.98,4.86
1633737600,00+,114,5.38,16.29
1633737600,00-04,1,1.14,0.14
1633737600,05-14,2,1.09,0.29
1633737600,15-34,11,2.84,1.57
1633737600,35-59,24,3.32,3.43
1633737600,60-79,35,6.26,5.00
1633737600,80+,41,22.88,5.86
1633824000,00+,119,5.61,17.00
1633824000,00-04,1,1.14,0.14
1633824000,05-14,2,1.09,0.29
1633824000,15-34,12,3.10,1.71
1633824000,35-59,25,3.46,3.57
1633824000,60-79,36,6.44,5.14
1633824000,80+,43,24.00,6.14
1633910400,00+,115,5.42,16.43
1633910400,00-04,1,1.14,0.14
1633910400,05-14,1,0.54,0.14
1633910400,15-34,12,3.10,1.71
1633910400,35-59,23,3.18,3.29
1633910400,60-79,36,6.44,5.14
1633910400,80+,42,23.44,6.00
1633996800,00+,109,5.14,15.57
1633996800,00-04,0,0.00,0.00
1633996800,05-14,2,1.09,0.29
1633996800,15-34,11,2.84,1.57
1633996800,35-59,19,2.63,2.71
1633996800,60-79,33,5.90,4.71
1633996800,80+,44,24.56,6.29
1634083200,00+,107,5.05,15.29
1634083200,00-04,0,0.00,0.00
1634083200,05-14,3,1.63,0.43
1634083200,15-34,8,2.07,1.14
1634083200,35-59,19,2.63,2.71
1634083200,60-79,33,5.90,4.71
1634083200,80+,44,24.56,6.29
1634169600,00+,104,4.91,14.86
1634169600,00-04,0,0.00,0.00
1634169600,05-14,3,1.63,0.43
1634169600,15-34,6,1.55,0.86
1634169600,35-59,17,2.35,2.43
1634169600,60-79,36,6.44,5.14
1634169600,80+,42,23.44,6.00
1634256000,00+,88,4.15,12.57
1634256000,00-04,0,0.00,0.00
1634256000,05-14,3,1.63,0.43
1634256000,15-34,4,1.03,0.57
1634256000,35-59,11,1.52,1.57
1634256000,60-79,33,5.90,4.71
1634256000,80+,37,20.65,5.29
1634342400,00+,77,3.63,11.00
1634342400,00-04,0,0.00,0.00
1634342400,05-14,2,1.09,0.29
1634342400,15-34,4,1.03,0.57
1634342400,35-59,10,1.38,1.43
1634342400,60-79,29,5.18,4.14
1634342400,80+,32,17.86,4.57
1634428800,00+,73,3.44,10.43
1634428800,00-04,0,0.00,0.00
1634428800,05-14,2,1.09,0.29
1634428800,15-34,2,0.52,0.29
1634428800,35-59,11,1.52,1.57
1634428800,60-79,28,5.01,4.00
1634428800,80+,30,16.74,4.29
