Timestamp,Altersgruppe,7T_Hospitalisierung_Faelle,7T_Hospitalisierung_Inzidenz,Hospitalisierung_Faelle
1601164800,60-79,7,1.25,1.00
1601164800,80+,4,2.23,0.57
1601251200,00+,14,0.66,2.00
1601251200,00-04,0,0.00,0.00
1601251200,05-14,0,0.00,0.00
1601251200,15-34,0,0.00,0.00
1601251200,35-59,1,0.14,0.14
1601251200,60-79,9,1.61,1.29
1601251200,80+,4,2.23,0.57
1601337600,00+,11,0.52,1.57
1601337600,00-04,0,0.00,0.00
1601337600,05-14,0,0.00,0.00
1601337600,15-34,0,0.00,0.00
1601337600,35-59,1,0.14,0.14
1601337600,60-79,7,1.25,1.00
1601337600,80+,3,1.67,0.43
1601424000,00+,13,0.61,1.86
1601424000,00-04,0,0.00,0.00
1601424000,05-14,0,0.00,0.00
1601424000,15-34,0,0.00,0.00
1601424000,35-59,1,0.14,0.14
1601424000,60-79,7,1.25,1.00
1601424000,80+,5,2.79,0.71
1601510400,00+,14,0.66,2.00
1601510400,00-04,1,1.14,0.14
1601510400,05-14,0,0.00,0.00
1601510400,15-34,0,0.00,0.00
1601510400,35-59,0,0.00,0.00
1601510400,60-79,7,1.25,1.00
1601510400,80+,6,3.35,0.86
1601596800,00+,16,0.75,2.29
1601596800,00-04,2,2.28,0.29
1601596800,05-14,0,0.00,0.00
1601596800,15-34,0,0.00,0.00
1601596800,35-59,0,0.00,0.00
1601596800,60-79,7,1.25,1.00
1601596800,80+,7,3.91,1.00
1601683200,00+,17,0.80,2.43
1601683200,00-04,2,2.28,0.29
1601683200,05-14,1,0.54,0.14
1601683200,15-34,0,0.00,0.00
1601683200,35-59,0,0.00,0.00
1601683200,60-79,7,1.25,1.00
1601683200,80+,7,3.91,1.00
1601769600,00+,15,0.71,2.14
1601769600,00-04,2,2.28,0.29
1601769600,05-14,1,0.54,0.14
1601769600,15-34,0,0.00,0.00
1601769600,35-59,0,0.00,0.00
1601769600,60-79,7,1.25,1.00
1601769600,80+,5,2.79,0.71
1601856000,00+,13,0.61,1.86
1601856000,00-04,2,2.28,0.29
1601856000,05-14,1,0.54,0.14
1601856000,15-34,0,0.00,0.00
1601856000,35-59,0,0.00,0.00
1601856000,60-79,5,0.89,0.71
1601856000,80+,5,2.79,0.71
1601942400,00+,14,0.66,2.00
1601942400,00-04,2,2.28,0.29
1601942400,05-14,1,0.54,0.14
1601942400,15-34,0,0.00,0.00
1601942400,35-59,0,0.00,0.00
1601942400,60-79,5,0.89,0.71
1601942400,80+,6,3.35,0.86
1602028800,00+,14,0.66,2.00
1602028800,00-04,2,2.28,0.29
1602028800,05-14,1,0.54,0.14
1602028800,15-34,0,0.00,0.00
1602028800,35-59,0,0.00,0.00
1602028800,60-79,5,0.89,0.71
1602028800,80+,6,3.35,0.86
1602115200,00+,12,0.57,1.71
1602115200,00-04,1,1.14,0.14
1602115200,05-14,1,0.54,0.14
1602115200,15-34,0,0.00,0.00
1602115200,35-59,1,0.14,0.14
1602115200,60-79,4,0.72,0.57
1602115200,80+,5,2.79,0.71
1602201600,00+,16,0.75,2.29
1602201600,00-04,0,0.00,0.00
1602201600,05-14,1,0.54,0.14
1602201600,15-34,0,0.00,0.00
1602201600,35-59,3,0.42,0.43
1602201600,60-79,8,1.43,1.14
1602201600,80+,4,2.23,0.57
1602288000,00+,21,0.99,3.00
1602288000,00-04,0,0.00,0.00
1602288000,05-14,0,0.00,0.00
1602288000,15-34,0,0.00,0.00
1602288000,35-59,3,0.42,0.43
1602288000,60-79,11,1.97,1.57
1602288000,80+,7,3.91,1.00
1602374400,00+,23,1.08,3.29
1602374400,00-04,0,0.00,0.00
1602374400,05-14,0,0.00,0.00
1602374400,15-34,0,0.00,0.00
1602374400,35-59,3,0.42,0.43
1602374400,60-79,11,1.97,1.57
1602374400,80+,9,5.02,1.29
1602460800,00+,23,1.08,3.29
1602460800,00-04,0,0.00,0.00
1602460800,05-14,0,0.00,0.00
1602460800,15-34,0,0.00,0.00
1602460800,35-59,3,0.42,0.43
1602460800,60-79,11,1.97,1.57
1602460800,80+,9,5.02,1.29
1602547200,00+,31,1.46,4.43
1602547200,00-04,0,0.00,0.00
1602547200,05-14,0,0.00,0.00
1602547200,15-34,0,0.00,0.00
1602547200,35-59,6,0.83,0.86
1602547200,60-79,14,2.50,2.00
1602547200,80+,11,6.14,1.57
1602633600,00+,35,1.65,5.00
1602633600,00-04,0,0.00,0.00
1602633600,05-14,0,0.00,0.00
1602633600,15-34,1,0.26,0.14
1602633600,35-59,8,1.11,1.14
1602633600,60-79,15,2.68,2.14
1602633600,80+,11,6.14,1.57
1602720000,00+,37,1.75,5.29
1602720000,00-04,0,0.00,0.00
1602720000,05-14,0,0.00,0.00
1602720000,15-34,1,0.26,0.14
1602720000,35-59,7,0.97,1.00
1602720000,60-79,18,3.22,2.57
1602720000,80+,11,6.14,1.57
1602806400,00+,34,1.60,4.86
1602806400,00-04,0,0.00,0.00
1602806400,05-14,0,0.00,0.00
1602806400,15-34,1,0.26,0.14
1602806400,35-59,6,0.83,0.86
1602806400,60-79,15,2.68,2.14
1602806400,80+,12,6.70,1.71
1602892800,00+,35,1.65,5.00
1602892800,00-04,0,0.00,0.00
1602892800,05-14,0,0.00,0.00
1602892800,15-34,1,0.26,0.14
1602892800,35-59,8,1.11,1.14
1602892800,60-79,14,2.50,2.00
1602892800,80+,12,6.70,1.71
1602979200,00+,36,1.70,5.14
1602979200,00-04,0,0.00,0.00
1602979200,05-14,0,0.00,0.00
1602979200,15-34,1,0.26,0.14
1602979200,35-59,8,1.11,1.14
1602979200,60-79,16,2.86,2.29
1602979200,80+,11,6.14,1.57
1603065600,00+,38,1.79,5.43
1603065600,00-04,0,0.00,0.00
1603065600,05-14,0,0.00,0.00
1603065600,15-34,1,0.26,0.14
1603065600,35-59,8,1.11,1.14
1603065600,60-79,17,3.04,2.43
1603065600,80+,12,6.70,1.71
1603152000,00+,41,1.93,5.86
1603152000,00-04,0,0.00,0.00
1603152000,05-14,0,0.00,0.00
1603152000,15-34,3,0.77,0.43
1603152000,35-59,8,1.11,1.14
1603152000,60-79,16,2.86,2.29
1603152000,80+,14,7.81,2.00
1603238400,00+,48,2.26,6.86
1603238400,00-04,0,0.00,0.00
1603238400,05-14,0,0.00,0.00
1603238400,15-34,2,0.52,0.29
1603238400,35-59,8,1.11,1.14
1603238400,60-79,22,3.93,3.14
1603238400,80+,16,8.93,2.29
1603324800,00+,52,2.45,7.43
1603324800,00-04,0,0.00,0.00
1603324800,05-14,0,0.00,0.00
1603324800,15-34,3,0.77,0.43
1603324800,35-59,10,1.38,1.43
1603324800,60-79,21,3.75,3.00
1603324800,80+,18,10.05,2.57
1603411200,00+,67,3.16,9.57
1603411200,00-04,0,0.00,0.00
1603411200,05-14,0,0.00,0.00
1603411200,15-34,4,1.03,0.57
1603411200,35-59,12,1.66,1.71
1603411200,60-79,27,4.83,3.86
1603411200,80+,24,13.40,3.43
1603497600,00+,73,3.44,10.43
1603497600,00-04,1,1.14,0.14
1603497600,05-14,0,0.00,0.00
1603497600,15-34,4,1.03,0.57
1603497600,35-59,14,1.94,2.00
1603497600,60-79,28,5.01,4.00
1603497600,80+,26,14.51,3.71
1603584000,00+,84,3.96,12.00
1603584000,00-04,1,1.14,0.14
1603584000,05-14,0,0.00,0.00
1603584000,15-34,6,1.55,0.86
1603584000,35-59,15,2.08,2.14
1603584000,60-79,30,5.36,4.29
1603584000,80+,32,17.86,4.57
1603670400,00+,91,4.29,13.00
1603670400,00-04,1,1.14,0.14
1603670400,05-14,0,0.00,0.00
1603670400,15-34,8,2.07,1.14
1603670400,35-59,16,2.21,2.29
1603670400,60-79,32,5.72,4.57
1603670400,80+,34,18.98,4.86
1603756800,00+,84,3.96,12.00
1603756800,00-04,1,1.14,0.14
1603756800,05-14,0,0.00,0.00
1603756800,15-34,6,1.55,0.86
1603756800,35-59,15,2.08,2.14
1603756800,60-79,32,5.72,4.57
1603756800,80+,30,16.74,4.29
1603843200,00+,86,4.06,12.29
1603843200,00-04,1,1.14,0.14
1603843200,05-14,0,0.00,0.00
1603843200,15-34,8,2.07,1.14
1603843200,35-59,19,2.63,2.71
1603843200,60-79,27,4.83,3.86
1603843200,80+,31,17.30,4.43
1603929600,00+,98,4.62,14.00
1603929600,00-04,1,1.14,0.14
1603929600,05-14,0,0.00,0.00
1603929600,15-34,8,2.07,1.14
1603929600,35-59,19,2.63,2.71
1603929600,60-79,32,5.72,4.57
1603929600,80+,38,21.21,5.43
1604016000,00+,98,4.62,14.00
1604016000,00-04,1,1.14,0.14
1604016000,05-14,0,0.00,0.00
1604016000,15-34,7,1.81,1.00
1604016000,35-59,19,2.63,2.71
1604016000,60-79,32,5.72,4.57
1604016000,80+,39,21.77,5.57
1604102400,00+,108,5.09,15.43
1604102400,00-04,0,0.00,0.00
1604102400,05-14,0,0.00,0.00
1604102400,15-34,7,1.81,1.00
1604102400,35-59,22,3.04,3.14
1604102400,60-79,34,6.08,4.86
1604102400,80+,45,25.12,6.43
1604188800,00+,104,4.91,14.86
1604188800,00-04,1,1.14,0.14
1604188800,05-14,1,0.54,0.14
1604188800,15-34,5,1.29,0.71
1604188800,35-59,24,3.32,3.43
1604188800,60-79,31,5.54,4.43
1604188800,80+,42,23.44,6.00
1604275200,00+,104,4.91,14.86
1604275200,00-04,1,1.14,0.14
1604275200,05-14,1,0.54,0.14
1604275200,15-34,3,0.77,0.43
1604275200,35-59,25,3.46,3.57
1604275200,60-79,32,5.72,4.57
1604275200,80+,42,23.44,6.00
1604361600,00+,119,5.61,17.00
1604361600,00-04,1,1.14,0.14
1604361600,05-14,1,0.54,0.14
1604361600,15-34,3,0.77,0.43
1604361600,35-59,25,3.46,3.57
1604361600,60-79,38,6.79,5.43
1604361600,80+,51,28.46,7.29
1604448000,00+,135,6.37,19.29
1604448000,00-04,1,1.14,0.14
1604448000,05-14,2,1.09,0.29
1604448000,15-34,1,0.26,0.14
1604448000,35-59,23,3.18,3.29
1604448000,60-79,47,8.40,6.71
1604448000,80+,61,34.05,8.71
1604534400,00+,146,6.89,20.86
1604534400,00-04,1,1.14,0.14
1604534400,05-14,2,1.09,0.29
1604534400,15-34,2,0.52,0.29
1604534400,35-59,31,4.29,4.43
1604534400,60-79,47,8.40,6.71
1604534400,80+,63,35.16,9.00
1604620800,00+,153,7.22,21.86
1604620800,00-04,1,1.14,0.14
1604620800,05-14,2,1.09,0.29
1604620800,15-34,2,0.52,0.29
1604620800,35-59,34,4.70,4.86
1604620800,60-79,46,8.22,6.57
1604620800,80+,68,37.95,9.71
1604707200,00+,153,7.22,21.86
1604707200,00-04,1,1.14,0.14
1604707200,05-14,2,1.09,0.29
1604707200,15-34,3,0.77,0.43
1604707200,35-59,30,4.15,4.29
1604707200,60-79,51,9.12,7.29
1604707200,80+,66,36.84,9.43
1604793600,00+,159,7.50,22.71
1604793600,00-04,0,0.00,0.00
1604793600,05-14,1,0.54,0.14
1604793600,15-34,3,0.77,0.43
1604793600,35-59,30,4.15,4.29
1604793600,60-79,59,10.55,8.43
1604793600,80+,66,36.84,9.43
1604880000,00+,162,7.64,23.14
1604880000,00-04,0,0.00,0.00
1604880000,05-14,1,0.54,0.14
1604880000,15-34,3,0.77,0.43
1604880000,35-59,29,4.01,4.14
1604880000,60-79,59,10.55,8.43
1604880000,80+,70,39.07,10.00
1604966400,00+,157,7.40,22.43
1604966400,00-04,0,0.00,0.00
1604966400,05-14,1,0.54,0.14
1604966400,15-34,4,1.03,0.57
1604966400,35-59,28,3.87,4.00
1604966400,60-79,58,10.37,8.29
1604966400,80+,66,36.84,9.43
1605052800,00+,151,7.12,21.57
1605052800,00-04,1,1.14,0.14
1605052800,05-14,0,0.00,0.00
1605052800,15-34,5,1.29,0.71
1605052800,35-59,28,3.87,4.00
1605052800,60-79,55,9.83,7.86
1605052800,80+,62,34.60,8.86
1605139200,00+,158,7.45,22.57
1605139200,00-04,2,2.28,0.29
1605139200,05-14,0,0.00,0.00
1605139200,15-34,6,1.55,0.86
1605139200,35-59,25,3.46,3.57
1605139200,60-79,55,9.83,7.86
1605139200,80+,70,39.07,10.00
1605225600,00+,160,7.55,22.86
1605225600,00-04,3,3.42,0.43
1605225600,05-14,0,0.00,0.00
1605225600,15-34,6,1.55,0.86
1605225600,35-59,24,3.32,3.43
1605225600,60-79,57,10.19,8.14
1605225600,80+,70,39.07,10.00
1605312000,00+,165,7.78,23.57
1605312000,00-04,3,3.42,0.43
1605312000,05-14,0,0.00,0.00
1605312000,15-34,5,1.29,0.71
1605312000,35-59,28,3.87,4.00
1605312000,60-79,59,10.55,8.43
1605312000,80+,70,39.07,10.00
1605398400,00+,178,8.40,25.43
1605398400,00-04,3,3.42,0.43
1605398400,05-14,0,0.00,0.00
1605398400,15-34,5,1.29,0.71
1605398400,35-59,33,4.57,4.71
1605398400,60-79,61,10.91,8.71
1605398400,80+,76,42.42,10.86
1605484800,00+,181,8.54,25.86
1605484800,00-04,3,3.42,0.43
1605484800,05-14,0,0.00,0.00
1605484800,15-34,6,1.55,0.86
1605484800,35-59,34,4.70,4.86
1605484800,60-79,59,10.55,8.43
1605484800,80+,79,44.09,11.29
1605571200,00+,208,9.81,29.71
1605571200,00-04,3,3.42,0.43
1605571200,05-14,0,0.00,0.00
1605571200,15-34,5,1.29,0.71
1605571200,35-59,39,5.40,5.57
1605571200,60-79,70,12.51,10.00
1605571200,80+,91,50.79,13.00
1605657600,00+,228,10.75,32.57
1605657600,00-04,2,2.28,0.29
1605657600,05-14,0,0.00,0.00
1605657600,15-34,4,1.03,0.57
1605657600,35-59,41,5.67,5.86
1605657600,60-79,81,14.48,11.57
1605657600,80+,100,55.81,14.29
1605744000,00+,228,10.75,32.57
1605744000,00-04,1,1.14,0.14
1605744000,05-14,1,0.54,0.14
1605744000,15-34,4,1.03,0.57
1605744000,35-59,35,4.84,5.00
1605744000,60-79,86,15.37,12.29
1605744000,80+,101,56.37,14.43
1605830400,00+,244,11.51,34.86
1605830400,00-04,0,0.00,0.00
1605830400,05-14,1,0.54,0.14
1605830400,15-34,5,1.29,0.71
1605830400,35-59,33,4.57,4.71
1605830400,60-79,95,16.98,13.57
1605830400,80+,110,61.39,15.71
1605916800,00+,250,11.79,35.71
1605916800,00-04,0,0.00,0.00
1605916800,05-14,1,0.54,0.14
1605916800,15-34,5,1.29,0.71
1605916800,35-59,29,4.01,4.14
1605916800,60-79,95,16.98,13.57
1605916800,80+,120,66.98,17.14
1606003200,00+,245,11.56,35.00
1606003200,00-04,0,0.00,0.00
1606003200,05-14,2,1.09,0.29
1606003200,15-34,5,1.29,0.71
1606003200,35-59,23,3.18,3.29
1606003200,60-79,94,16.80,13.43
1606003200,80+,121,67.53,17.29
1606089600,00+,243,11.46,34.71
1606089600,00-04,0,0.00,0.00
1606089600,05-14,2,1.09,0.29
1606089600,15-34,5,1.29,0.71
1606089600,35-59,22,3.04,3.14
1606089600,60-79,99,17.70,14.14
1606089600,80+,115,64.18,16.43
1606176000,00+,235,11.08,33.57
1606176000,00-04,0,0.00,0.00
1606176000,05-14,2,1.09,0.29
1606176000,15-34,6,1.55,0.86
1606176000,35-59,22,3.04,3.14
1606176000,60-79,93,16.63,13.29
1606176000,80+,112,62.51,16.00
1606262400,00+,232,10.94,33.14
1606262400,00-04,0,0.00,0.00
1606262400,05-14,3,1.63,0.43
1606262400,15-34,7,1.81,1.00
1606262400,35-59,24,3.32,3.43
1606262400,60-79,91,16.27,13.00
1606262400,80+,107,59.72,15.29
1606348800,00+,221,10.42,31.57
1606348800,00-04,0,0.00,0.00
1606348800,05-14,2,1.09,0.29
1606348800,15-34,4,1.03,0.57
1606348800,35-59,31,4.29,4.43
1606348800,60-79,87,15.55,12.43
1606348800,80+,97,54.14,13.86
1606435200,00+,214,10.09,30.57
1606435200,00-04,0,0.00,0.00
1606435200,05-14,2,1.09,0.29
1606435200,15-34,4,1.03,0.57
1606435200,35-59,31,4.29,4.43
1606435200,60-79,85,15.20,12.14
1606435200,80+,92,51.35,13.14
1606521600,00+,206,9.72,29.43
1606521600,00-04,0,0.00,0.00
1606521600,05-14,2,1.09,0.29
1606521600,15-34,5,1.29,0.71
1606521600,35-59,29,4.01,4.14
1606521600,60-79,86,15.37,12.29
1606521600,80+,84,46.88,12.00
1606608000,00+,204,9.62,29.14
1606608000,00-04,0,0.00,0.00
1606608000,05-14,1,0.54,0.14
1606608000,15-34,5,1.29,0.71
1606608000,35-59,30,4.15,4.29
1606608000,60-79,85,15.20,12.14
1606608000,80+,83,46.32,11.86
1606694400,00+,208,9.81,29.71
1606694400,00-04,0,0.00,0.00
1606694400,05-14,1,0.54,0.14
1606694400,15-34,4,1.03,0.57
1606694400,35-59,34,4.70,4.86
1606694400,60-79,82,14.66,11.71
1606694400,80+,87,48.56,12.43
1606780800,00+,207,9.76,29.57
1606780800,00-04,0,0.00,0.00
1606780800,05-14,1,0.54,0.14
1606780800,15-34,3,0.77,0.43
1606780800,35-59,37,5.12,5.29
1606780800,60-79,83,14.84,11.86
1606780800,80+,83,46.32,11.86
1606867200,00+,210,9.90,30.00
1606867200,00-04,0,0.00,0.00
1606867200,05-14,0,0.00,0.00
1606867200,15-34,4,1.03,0.57
1606867200,35-59,36,4.98,5.14
1606867200,60-79,89,15.91,12.71
1606867200,80+,81,45.21,11.57
1606953600,00+,227,10.71,32.43
1606953600,00-04,0,0.00,0.00
1606953600,05-14,0,0.00,0.00
1606953600,15-34,5,1.29,0.71
1606953600,35-59,35,4.84,5.00
1606953600,60-79,99,17.70,14.14
1606953600,80+,88,49.12,12.57
1607040000,00+,236,11.13,33.71
1607040000,00-04,0,0.00,0.00
1607040000,05-14,0,0.00,0.00
1607040000,15-34,7,1.81,1.00
1607040000,35-59,37,5.12,5.29
1607040000,60-79,105,18.77,15.00
1607040000,80+,87,48.56,12.43
1607126400,00+,260,12.26,37.14
1607126400,00-04,1,1.14,0.14
1607126400,05-14,0,0.00,0.00
1607126400,15-34,8,2.07,1.14
1607126400,35-59,42,5.81,6.00
1607126400,60-79,103,18.41,14.71
1607126400,80+,106,59.16,15.14
1607212800,00+,261,12.31,37.29
1607212800,00-04,2,2.28,0.29
1607212800,05-14,0,0.00,0.00
1607212800,15-34,8,2.07,1.14
1607212800,35-59,41,5.67,5.86
1607212800,60-79,103,18.41,14.71
1607212800,80+,107,59.72,15.29
1607299200,00+,278,13.11,39.71
1607299200,00-04,2,2.28,0.29
1607299200,05-14,1,0.54,0.14
1607299200,15-34,9,2.32,1.29
1607299200,35-59,39,5.40,5.57
1607299200,60-79,108,19.31,15.43
1607299200,80+,119,66.42,17.00
1607385600,00+,283,13.35,40.43
1607385600,00-04,2,2.28,0.29
1607385600,05-14,1,0.54,0.14
1607385600,15-34,11,2.84,1.57
1607385600,35-59,40,5.53,5.71
1607385600,60-79,107,19.13,15.29
1607385600,80+,122,68.09,17.43
1607472000,00+,287,13.54,41.00
1607472000,00-04,2,2.28,0.29
1607472000,05-14,1,0.54,0.14
1607472000,15-34,11,2.84,1.57
1607472000,35-59,38,5.26,5.43
1607472000,60-79,102,18.23,14.57
1607472000,80+,133,74.23,19.00
1607558400,00+,303,14.29,43.29
1607558400,00-04,3,3.42,0.43
1607558400,05-14,1,0.54,0.14
1607558400,15-34,12,3.10,1.71
1607558400,35-59,35,4.84,5.00
1607558400,60-79,115,20.56,16.43
1607558400,80+,137,76.46,19.57
1607644800,00+,346,16.32,49.43
1607644800,00-04,4,4.56,0.57
1607644800,05-14,1,0.54,0.14
1607644800,15-34,9,2.32,1.29
1607644800,35-59,39,5.40,5.57
1607644800,60-79,133,23.78,19.00
1607644800,80+,160,89.30,22.86
1607731200,00+,371,17.50,53.00
1607731200,00-04,3,3.42,0.43
1607731200,05-14,1,0.54,0.14
1607731200,15-34,7,1.81,1.00
1607731200,35-59,45,6.23,6.43
1607731200,60-79,152,27.17,21.71
1607731200,80+,163,90.98,23.29
1607817600,00+,400,18.87,57.14
1607817600,00-04,4,4.56,0.57
1607817600,05-14,1,0.54,0.14
1607817600,15-34,7,1.81,1.00
1607817600,35-59,48,6.64,6.86
1607817600,60-79,169,30.21,24.14
1607817600,80+,171,95.44,24.43
1607904000,00+,399,18.82,57.00
1607904000,00-04,5,5.70,0.71
1607904000,05-14,1,0.54,0.14
1607904000,15-34,6,1.55,0.86
1607904000,35-59,48,6.64,6.86
1607904000,60-79,171,30.57,24.43
1607904000,80+,168,93.77,24.00
1607990400,00+,451,21.27,64.43
1607990400,00-04,5,5.70,0.71
1607990400,05-14,2,1.09,0.29
1607990400,15-34,6,1.55,0.86
1607990400,35-59,51,7.06,7.29
1607990400,60-79,183,32.72,26.14
1607990400,80+,204,113.86,29.14
1608076800,00+,486,22.92,69.43
1608076800,00-04,5,5.70,0.71
1608076800,05-14,2,1.09,0.29
1608076800,15-34,8,2.07,1.14
1608076800,35-59,55,7.61,7.86
1608076800,60-79,195,34.86,27.86
1608076800,80+,221,123.35,31.57
1608163200,00+,522,24.62,74.57
1608163200,00-04,5,5.70,0.71
1608163200,05-14,2,1.09,0.29
1608163200,15-34,9,2.32,1.29
1608163200,35-59,63,8.72,9.00
1608163200,60-79,199,35.58,28.43
1608163200,80+,244,136.18,34.86
1608249600,00+,543,25.61,77.57
1608249600,00-04,4,4.56,0.57
1608249600,05-14,3,1.63,0.43
1608249600,15-34,14,3.62,2.00
1608249600,35-59,70,9.69,10.00
1608249600,60-79,200,35.75,28.57
1608249600,80+,252,140.65,36.00
1608336000,00+,550,25.94,78.57
1608336000,00-04,4,4.56,0.57
1608336000,05-14,3,1.63,0.43
1608336000,15-34,15,3.87,2.14
1608336000,35-59,70,9.69,10.00
1608336000,60-79,205,36.65,29.29
1608336000,80+,253,141.21,36.14
1608422400,00+,545,25.70,77.86
1608422400,00-04,3,3.42,0.43
1608422400,05-14,3,1.63,0.43
1608422400,15-34,15,3.87,2.14
1608422400,35-59,73,10.10,10.43
1608422400,60-79,193,34.50,27.57
1608422400,80+,258,144.00,36.86
1608508800,00+,537,25.33,76.71
1608508800,00-04,2,2.28,0.29
1608508800,05-14,2,1.09,0.29
1608508800,15-34,16,4.13,2.29
1608508800,35-59,79,10.93,11.29
1608508800,60-79,187,33.43,26.71
1608508800,80+,251,140.09,35.86
1608595200,00+,536,25.28,76.57
1608595200,00-04,3,3.42,0.43
1608595200,05-14,1,0.54,0.14
1608595200,15-34,16,4.13,2.29
1608595200,35-59,79,10.93,11.29
1608595200,60-79,188,33.61,26.86
1608595200,80+,249,138.97,35.57
1608681600,00+,565,26.65,80.71
1608681600,00-04,4,4.56,0.57
1608681600,05-14,1,0.54,0.14
1608681600,15-34,16,4.13,2.29
1608681600,35-59,86,11.90,12.29
1608681600,60-79,205,36.65,29.29
1608681600,80+,253,141.21,36.14
1608768000,00+,560,26.41,80.00
1608768000,00-04,3,3.42,0.43
1608768000,05-14,2,1.09,0.29
1608768000,15-34,14,3.62,2.00
1608768000,35-59,87,12.04,12.43
1608768000,60-79,206,36.83,29.43
1608768000,80+,248,138.42,35.43
1608854400,00+,490,23.11,70.00
1608854400,00-04,3,3.42,0.43
1608854400,05-14,1,0.54,0.14
1608854400,15-34,10,2.58,1.43
1608854400,35-59,75,10.38,10.71
1608854400,60-79,185,33.07,26.43
1608854400,80+,216,120.56,30.86
1608940800,00+,489,23.06,69.86
1608940800,00-04,3,3.42,0.43
1608940800,05-14,1,0.54,0.14
1608940800,15-34,12,3.10,1.71
1608940800,35-59,73,10.10,10.43
1608940800,60-79,172,30.75,24.57
1608940800,80+,228,127.25,32.57
1609027200,00+,491,23.16,70.14
1609027200,00-04,2,2.28,0.29
1609027200,05-14,1,0.54,0.14
1609027200,15-34,14,3.62,2.00
1609027200,35-59,68,9.41,9.71
1609027200,60-79,182,32.54,26.00
1609027200,80+,224,125.02,32.00
1609113600,00+,531,25.04,75.86
1609113600,00-04,2,2.28,0.29
1609113600,05-14,1,0.54,0.14
1609113600,15-34,13,3.36,1.86
1609113600,35-59,65,8.99,9.29
1609113600,60-79,206,36.83,29.43
1609113600,80+,244,136.18,34.86
1609200000,00+,520,24.53,74.29
1609200000,00-04,2,2.28,0.29
1609200000,05-14,1,0.54,0.14
1609200000,15-34,13,3.36,1.86
1609200000,35-59,62,8.58,8.86
1609200000,60-79,207,37.01,29.57
1609200000,80+,235,131.16,33.57
1609286400,00+,522,24.62,74.57
1609286400,00-04,4,4.56,0.57
1609286400,05-14,1,0.54,0.14
1609286400,15-34,11,2.84,1.57
1609286400,35-59,61,8.44,8.71
1609286400,60-79,203,36.29,29.00
1609286400,80+,242,135.07,34.57
1609372800,00+,568,26.79,81.14
1609372800,00-04,4,4.56,0.57
1609372800,05-14,0,0.00,0.00
1609372800,15-34,11,2.84,1.57
1609372800,35-59,78,10.79,11.14
1609372800,60-79,221,39.51,31.57
1609372800,80+,254,141.76,36.29
1609459200,00+,580,27.36,82.86
1609459200,00-04,4,4.56,0.57
1609459200,05-14,0,0.00,0.00
1609459200,15-34,13,3.36,1.86
1609459200,35-59,79,10.93,11.29
1609459200,60-79,227,40.58,32.43
1609459200,80+,257,143.44,36.71
1609545600,00+,549,25.89,78.43
1609545600,00-04,5,5.70,0.71
1609545600,05-14,0,0.00,0.00
1609545600,15-34,12,3.10,1.71
1609545600,35-59,75,10.38,10.71
1609545600,60-79,223,39.87,31.86
1609545600,80+,234,130.60,33.43
1609632000,00+,573,27.03,81.86
1609632000,00-04,5,5.70,0.71
1609632000,05-14,0,0.00,0.00
1609632000,15-34,11,2.84,1.57
1609632000,35-59,80,11.07,11.43
1609632000,60-79,226,40.40,32.29
1609632000,80+,251,140.09,35.86
1609718400,00+,554,26.13,79.14
1609718400,00-04,6,6.84,0.86
1609718400,05-14,0,0.00,0.00
1609718400,15-34,13,3.36,1.86
1609718400,35-59,78,10.79,11.14
1609718400,60-79,212,37.90,30.29
1609718400,80+,245,136.74,35.00
1609804800,00+,553,26.08,79.00
1609804800,00-04,5,5.70,0.71
1609804800,05-14,0,0.00,0.00
1609804800,15-34,13,3.36,1.86
1609804800,35-59,80,11.07,11.43
1609804800,60-79,215,38.44,30.71
1609804800,80+,240,133.95,34.29
1609891200,00+,545,25.70,77.86
1609891200,00-04,5,5.70,0.71
1609891200,05-14,0,0.00,0.00
1609891200,15-34,16,4.13,2.29
1609891200,35-59,74,10.24,10.57
1609891200,60-79,210,37.54,30.00
1609891200,80+,240,133.95,34.29
1609977600,00+,496,23.39,70.86
1609977600,00-04,5,5.70,0.71
1609977600,05-14,0,0.00,0.00
1609977600,15-34,20,5.16,2.86
1609977600,35-59,57,7.89,8.14
1609977600,60-79,185,33.07,26.43
1609977600,80+,229,127.81,32.71
1610064000,00+,538,25.37,76.86
1610064000,00-04,5,5.70,0.71
1610064000,05-14,0,0.00,0.00
1610064000,15-34,20,5.16,2.86
1610064000,35-59,58,8.03,8.29
1610064000,60-79,201,35.93,28.71
1610064000,80+,254,141.76,36.29
1610150400,00+,576,27.17,82.29
1610150400,00-04,4,4.56,0.57
1610150400,05-14,1,0.54,0.14
1610150400,15-34,20,5.16,2.86
1610150400,35-59,65,8.99,9.29
1610150400,60-79,217,38.79,31.00
1610150400,80+,269,150.14,38.43
1610236800,00+,542,25.56,77.43
1610236800,00-04,4,4.56,0.57
1610236800,05-14,1,0.54,0.14
1610236800,15-34,21,5.42,3.00
1610236800,35-59,61,8.44,8.71
1610236800,60-79,205,36.65,29.29
1610236800,80+,250,139.53,35.71
1610323200,00+,528,24.90,75.43
1610323200,00-04,3,3.42,0.43
1610323200,05-14,1,0.54,0.14
1610323200,15-34,21,5.42,3.00
1610323200,35-59,59,8.16,8.43
1610323200,60-79,202,36.11,28.86
1610323200,80+,242,135.07,34.57
