Impfdatum,LandkreisId_Impfort,Altersgruppe,Impfschutz,Anzahl
2021-04-15,16063,60+,1,546
2021-04-15,16063,60+,2,78
2021-04-15,16064,12-17,1,5
2021-04-15,16064,18-59,1,199
2021-04-15,16064,18-59,2,17
2021-04-15,16064,60+,1,542
2021-04-15,16064,60+,2,161
2021-04-15,16065,18-59,1,54
2021-04-15,16065,60+,1,359
2021-04-15,16065,60+,2,78
2021-04-15,16066,18-59,1,401
2021-04-15,16066,18-59,2,10
2021-04-15,16066,60+,1,825
2021-04-15,16066,60+,2,163
2021-04-15,16067,18-59,1,77
2021-04-15,16067,60+,1,412
2021-04-15,16067,60+,2,95
2021-04-15,16068,18-59,1,99
2021-04-15,16068,18-59,2,8
2021-04-15,16068,60+,1,361
2021-04-15,16068,60+,2,80
2021-04-15,16069,18-59,1,35
2021-04-15,16069,18-59,2,16
2021-04-15,16069,60+,1,247
2021-04-15,16069,60+,2,63
2021-04-15,16070,18-59,1,90
2021-04-15,16070,60+,1,472
2021-04-15,16070,60+,2,162
2021-04-15,16071,18-59,1,93
2021-04-15,16071,18-59,2,26
2021-04-15,16071,60+,1,321
2021-04-15,16071,60+,2,146
2021-04-15,16072,12-17,1,6
2021-04-15,16072,18-59,1,65
2021-04-15,16072,18-59,2,22
2021-04-15,16072,60+,1,238
2021-04-15,16072,60+,2,77
2021-04-15,16073,18-59,1,86
2021-04-15,16073,18-59,2,7
2021-04-15,16073,60+,1,494
2021-04-15,16073,60+,2,80
2021-04-15,16074,18-59,1,91
2021-04-15,16074,60+,1,380
2021-04-15,16074,60+,2,76
2021-04-15,16075,18-59,1,114
2021-04-15,16075,60+,1,350
2021-04-15,16075,60+,2,84
2021-04-15,16076,18-59,1,399
2021-04-15,16076,18-59,2,13
2021-04-15,16076,60+,1,576
2021-04-15,16076,60+,2,86
2021-04-15,16077,18-59,1,70
2021-04-15,16077,60+,1,354
2021-04-15,16077,60+,2,87
2021-04-15,17000,12-17,1,98
2021-04-15,17000,18-59,1,2267
2021-04-15,17000,18-59,2,5
2021-04-15,17000,60+,1,398
2021-04-15,17000,60+,2,5
2021-04-16,16051,12-17,1,6
2021-04-16,16051,18-59,1,1009
2021-04-16,16051,18-59,2,15
2021-04-16,16051,60+,1,1037
2021-04-16,16051,60+,2,161
2021-04-16,16052,12-17,1,13
2021-04-16,16052,18-59,1,928
2021-04-16,16052,60+,1,717
2021-04-16,16052,60+,2,89
2021-04-16,16053,18-59,1,157
2021-04-16,16053,18-59,2,31
2021-04-16,16053,60+,1,256
2021-04-16,16053,60+,2,138
2021-04-16,16054,18-59,1,38
2021-04-16,16054,18-59,2,7
2021-04-16,16054,60+,1,128
2021-04-16,16054,60+,2,74
2021-04-16,16055,18-59,1,359
2021-04-16,16055,18-59,2,308
2021-04-16,16055,60+,1,284
2021-04-16,16055,60+,2,364
2021-04-16,16056,18-59,1,46
2021-04-16,16056,18-59,2,5
2021-04-16,16056,60+,1,161
2021-04-16,16056,60+,2,79
2021-04-16,16061,18-59,1,67
2021-04-16,16061,18-59,2,8
2021-04-16,16061,60+,1,166
2021-04-16,16061,60+,2,77
2021-04-16,16062,12-17,1,5
2021-04-16,16062,18-59,1,40
2021-04-16,16062,18-59,2,13
2021-04-16,16062,60+,1,138
2021-04-16,16062,60+,2,80
2021-04-16,16063,18-59,1,234
2021-04-16,16063,18-59,2,10
2021-04-16,16063,60+,1,349
2021-04-16,16063,60+,2,82
2021-04-16,16064,18-59,1,137
2021-04-16,16064,18-59,2,21
2021-04-16,16064,60+,1,257
2021-04-16,16064,60+,2,141
2021-04-16,16065,18-59,1,35
2021-04-16,16065,18-59,2,5
2021-04-16,16065,60+,1,133
2021-04-16,16065,60+,2,77
2021-04-16,16066,18-59,1,442
2021-04-16,16066,18-59,2,25
2021-04-16,16066,60+,1,579
2021-04-16,16066,60+,2,143
2021-04-16,16067,18-59,1,79
2021-04-16,16067,60+,1,237
2021-04-16,16067,60+,2,84
2021-04-16,16068,18-59,1,73
2021-04-16,16068,18-59,2,9
2021-04-16,16068,60+,1,149
2021-04-16,16068,60+,2,83
2021-04-16,16069,18-59,1,61
2021-04-16,16069,18-59,2,23
2021-04-16,16069,60+,1,130
2021-04-16,16069,60+,2,66
2021-04-16,16070,12-17,1,5
2021-04-16,16070,18-59,1,73
2021-04-16,16070,18-59,2,8
2021-04-16,16070,60+,1,208
2021-04-16,16070,60+,2,170
2021-04-16,16071,18-59,1,126
2021-04-16,16071,18-59,2,35
2021-04-16,16071,60+,1,200
2021-04-16,16071,60+,2,138
2021-04-16,16072,18-59,1,88
2021-04-16,16072,18-59,2,21
2021-04-16,16072,60+,1,185
2021-04-16,16072,60+,2,91
2021-04-16,16073,18-59,1,54
2021-04-16,16073,18-59,2,5
2021-04-16,16073,60+,1,175
2021-04-16,16073,60+,2,73
2021-04-16,16074,18-59,1,59
2021-04-16,16074,18-59,2,5
2021-04-16,16074,60+,1,167
2021-04-16,16074,60+,2,76
2021-04-16,16075,18-59,1,141
2021-04-16,16075,18-59,2,5
2021-04-16,16075,60+,1,284
2021-04-16,16075,60+,2,90
2021-04-16,16076,18-59,1,397
2021-04-16,16076,18-59,2,5
2021-04-16,16076,60+,1,314
2021-04-16,16076,60+,2,86
2021-04-16,16077,18-59,1,49
2021-04-16,16077,60+,1,112
2021-04-16,16077,60+,2,88
2021-04-16,17000,18-59,1,949
2021-04-16,17000,60+,1,178
2021-04-17,16052,18-59,1,16
2021-04-17,16052,18-59,2,5
2021-04-17,16052,60+,1,29
2021-04-17,16055,12-17,2,5
2021-04-17,16055,18-59,1,206
2021-04-17,16055,18-59,2,354
2021-04-17,16055,60+,1,30
2021-04-17,16055,60+,2,118
2021-04-17,16061,18-59,1,6
2021-04-17,16061,18-59,2,176
2021-04-17,16061,60+,2,42
2021-04-17,16062,18-59,1,9
2021-04-17,16062,18-59,2,113
2021-04-17,16062,60+,1,7
2021-04-17,16062,60+,2,36
2021-04-17,16063,18-59,2,79
2021-04-17,16063,60+,1,7
2021-04-17,16063,60+,2,23
2021-04-17,16064,18-59,1,26
2021-04-17,16064,18-59,2,98
2021-04-17,16064,60+,1,15
2021-04-17,16064,60+,2,17
2021-04-17,16066,18-59,1,466
2021-04-17,16066,18-59,2,102
2021-04-17,16066,60+,1,265
2021-04-17,16066,60+,2,26
2021-04-17,16068,18-59,1,61
2021-04-17,16068,18-59,2,154
2021-04-17,16068,60+,1,21
2021-04-17,16068,60+,2,40
2021-04-17,16069,18-59,2,51
2021-04-17,16070,18-59,1,15
2021-04-17,16070,18-59,2,250
2021-04-17,16070,60+,1,12
2021-04-17,16070,60+,2,46
2021-04-17,16071,18-59,1,35
2021-04-17,16071,18-59,2,243
2021-04-17,16071,60+,1,14
2021-04-17,16071,60+,2,35
2021-04-17,16073,18-59,1,8
2021-04-17,16073,18-59,2,139
2021-04-17,16073,60+,1,9
2021-04-17,16073,60+,2,19
2021-04-17,16074,18-59,2,112
2021-04-17,16074,60+,2,23
2021-04-17,16076,18-59,1,7
2021-04-17,16076,18-59,2,78
2021-04-17,16076,60+,2,24
2021-04-17,17000,18-59,1,6
2021-04-18,16054,18-59,1,5
2021-04-18,16054,60+,1,5
2021-04-18,16066,12-17,1,5
2021-04-18,16066,18-59,1,488
2021-04-18,16066,60+,1,226
2021-04-18,16070,18-59,2,38
2021-04-19,16051,12-17,1,6
2021-04-19,16051,18-59,1,828
2021-04-19,16051,18-59,2,19
2021-04-19,16051,60+,1,895
2021-04-19,16051,60+,2,167
2021-04-19,16052,12-17,1,16
2021-04-19,16052,18-59,1,901
2021-04-19,16052,18-59,2,7
2021-04-19,16052,60+,1,678
2021-04-19,16052,60+,2,86
2021-04-19,16053,18-59,1,123
2021-04-19,16053,18-59,2,37
2021-04-19,16053,60+,1,180
2021-04-19,16053,60+,2,132
2021-04-19,16054,18-59,1,23
2021-04-19,16054,18-59,2,16
2021-04-19,16054,60+,1,80
2021-04-19,16054,60+,2,78
2021-04-19,16055,12-17,1,5
2021-04-19,16055,18-59,1,180
2021-04-19,16055,18-59,2,160
2021-04-19,16055,60+,1,167
2021-04-19,16055,60+,2,171
2021-04-19,16056,18-59,1,21
2021-04-19,16056,18-59,2,7
2021-04-19,16056,60+,1,77
2021-04-19,16056,60+,2,88
2021-04-19,16061,18-59,1,27
2021-04-19,16061,18-59,2,12
2021-04-19,16061,60+,1,94
2021-04-19,16061,60+,2,95
2021-04-19,16062,18-59,1,16
2021-04-19,16062,18-59,2,10
2021-04-19,16062,60+,1,91
2021-04-19,16062,60+,2,84
2021-04-19,16063,18-59,1,211
2021-04-19,16063,60+,1,261
2021-04-19,16063,60+,2,78
2021-04-19,16064,18-59,1,84
2021-04-19,16064,18-59,2,19
2021-04-19,16064,60+,1,161
2021-04-19,16064,60+,2,138
2021-04-19,16065,18-59,1,42
2021-04-19,16065,60+,1,76
2021-04-19,16065,60+,2,87
2021-04-19,16066,18-59,1,360
2021-04-19,16066,18-59,2,44
2021-04-19,16066,60+,1,562
2021-04-19,16066,60+,2,161
2021-04-19,16067,18-59,1,41
2021-04-19,16067,18-59,2,10
2021-04-19,16067,60+,1,122
2021-04-19,16067,60+,2,94
2021-04-19,16068,18-59,1,39
2021-04-19,16068,18-59,2,7
2021-04-19,16068,60+,1,78
2021-04-19,16068,60+,2,78
2021-04-19,16069,18-59,1,37
2021-04-19,16069,18-59,2,18
2021-04-19,16069,60+,1,52
2021-04-19,16069,60+,2,66
2021-04-19,16070,18-59,1,69
2021-04-19,16070,60+,1,168
2021-04-19,16070,60+,2,162
2021-04-19,16071,18-59,1,91
2021-04-19,16071,18-59,2,42
2021-04-19,16071,60+,1,114
2021-04-19,16071,60+,2,160
2021-04-19,16072,18-59,1,52
2021-04-19,16072,18-59,2,23
2021-04-19,16072,60+,1,75
2021-04-19,16072,60+,2,115
2021-04-19,16073,18-59,1,28
2021-04-19,16073,18-59,2,5
2021-04-19,16073,60+,1,93
2021-04-19,16073,60+,2,88
2021-04-19,16074,18-59,1,38
2021-04-19,16074,60+,1,65
2021-04-19,16074,60+,2,76
2021-04-19,16075,18-59,1,111
2021-04-19,16075,18-59,2,13
2021-04-19,16075,60+,1,164
2021-04-19,16075,60+,2,95
2021-04-19,16076,12-17,1,6
2021-04-19,16076,18-59,1,357
2021-04-19,16076,18-59,2,7
2021-04-19,16076,60+,1,295
2021-04-19,16076,60+,2,88
2021-04-19,16077,18-59,1,36
2021-04-19,16077,18-59,2,10
2021-04-19,16077,60+,1,110
2021-04-19,16077,60+,2,82
2021-04-19,17000,18-59,1,1149
2021-04-19,17000,18-59,2,10
2021-04-19,17000,60+,1,286
2021-04-20,16051,12-17,1,11
2021-04-20,16051,18-59,1,1053
2021-04-20,16051,18-59,2,12
2021-04-20,16051,60+,1,1220
2021-04-20,16051,60+,2,169
2021-04-20,16052,12-17,1,14
2021-04-20,16052,18-59,1,808
2021-04-20,16052,18-59,2,6
2021-04-20,16052,60+,1,963
2021-04-20,16052,60+,2,76
2021-04-20,16053,18-59,1,175
2021-04-20,16053,18-59,2,44
2021-04-20,16053,60+,1,357
2021-04-20,16053,60+,2,122
2021-04-20,16054,18-59,1,46
2021-04-20,16054,18-59,2,25
2021-04-20,16054,60+,1,130
2021-04-20,16054,60+,2,69
2021-04-20,16055,18-59,1,249
2021-04-20,16055,18-59,2,222
2021-04-20,16055,60+,1,250
2021-04-20,16055,60+,2,161
2021-04-20,16056,18-59,1,36
2021-04-20,16056,60+,1,199
2021-04-20,16056,60+,2,91
2021-04-20,16061,18-59,1,90
2021-04-20,16061,60+,1,302
2021-04-20,16061,60+,2,82
2021-04-20,16062,18-59,1,48
2021-04-20,16062,60+,1,342
2021-04-20,16062,60+,2,85
2021-04-20,16063,12-17,1,8
2021-04-20,16063,18-59,1,217
2021-04-20,16063,18-59,2,7
2021-04-20,16063,60+,1,307
2021-04-20,16063,60+,2,79
2021-04-20,16064,18-59,1,135
2021-04-20,16064,18-59,2,30
2021-04-20,16064,60+,1,353
2021-04-20,16064,60+,2,141
2021-04-20,16065,18-59,1,52
2021-04-20,16065,18-59,2,16
2021-04-20,16065,60+,1,198
2021-04-20,16065,60+,2,73
2021-04-20,16066,18-59,1,387
2021-04-20,16066,18-59,2,27
2021-04-20,16066,60+,1,761
2021-04-20,16066,60+,2,144
2021-04-20,16067,18-59,1,64
2021-04-20,16067,18-59,2,20
2021-04-20,16067,60+,1,328
2021-04-20,16067,60+,2,93
2021-04-20,16068,18-59,1,82
2021-04-20,16068,18-59,2,5
2021-04-20,16068,60+,1,237
2021-04-20,16068,60+,2,81
2021-04-20,16069,18-59,1,30
2021-04-20,16069,18-59,2,23
2021-04-20,16069,60+,1,184
2021-04-20,16069,60+,2,60
2021-04-20,16070,18-59,1,71
2021-04-20,16070,60+,1,295
2021-04-20,16070,60+,2,155
2021-04-20,16071,18-59,1,123
2021-04-20,16071,18-59,2,44
2021-04-20,16071,60+,1,315
2021-04-20,16071,60+,2,132
2021-04-20,16072,18-59,1,59
2021-04-20,16072,18-59,2,22
2021-04-20,16072,60+,1,176
2021-04-20,16072,60+,2,88
2021-04-20,16073,18-59,1,47
2021-04-20,16073,60+,1,305
2021-04-20,16073,60+,2,71
2021-04-20,16074,18-59,1,39
2021-04-20,16074,18-59,2,8
2021-04-20,16074,60+,1,254
2021-04-20,16074,60+,2,73
2021-04-20,16075,12-17,1,6
2021-04-20,16075,18-59,1,126
2021-04-20,16075,60+,1,290
2021-04-20,16075,60+,2,88
2021-04-20,16076,18-59,1,355
2021-04-20,16076,60+,1,418
2021-04-20,16076,60+,2,73
2021-04-20,16077,18-59,1,111
2021-04-20,16077,18-59,2,5
2021-04-20,16077,60+,1,357
2021-04-20,16077,60+,2,83
2021-04-20,17000,18-59,1,2241
2021-04-20,17000,18-59,2,72
2021-04-20,17000,60+,1,296
2021-04-20,17000,60+,2,6
2021-04-21,16051,18-59,1,384
2021-04-21,16051,18-59,2,250
2021-04-21,16051,60+,1,646
2021-04-21,16051,60+,2,1321
2021-04-21,16052,12-17,2,8
2021-04-21,16052,18-59,1,88
2021-04-21,16052,18-59,2,557
2021-04-21,16052,60+,1,344
2021-04-21,16052,60+,2,961
2021-04-21,16053,18-59,1,226
2021-04-21,16053,18-59,2,49
2021-04-21,16053,60+,1,485
2021-04-21,16053,60+,2,118
2021-04-21,16054,18-59,1,46
2021-04-21,16054,18-59,2,19
2021-04-21,16054,60+,1,173
2021-04-21,16054,60+,2,76
2021-04-21,16055,18-59,1,307
2021-04-21,16055,18-59,2,512
2021-04-21,16055,60+,1,426
2021-04-21,16055,60+,2,308
2021-04-21,16056,18-59,1,44
2021-04-21,16056,18-59,2,31
2021-04-21,16056,60+,1,248
2021-04-21,16056,60+,2,122
2021-04-21,16061,18-59,1,82
2021-04-21,16061,18-59,2,26
2021-04-21,16061,60+,1,408
2021-04-21,16061,60+,2,79
2021-04-21,16062,18-59,1,69
2021-04-21,16062,18-59,2,22
2021-04-21,16062,60+,1,247
2021-04-21,16062,60+,2,61
2021-04-21,16063,18-59,1,310
2021-04-21,16063,18-59,2,14
2021-04-21,16063,60+,1,649
2021-04-21,16063,60+,2,68
2021-04-21,16064,18-59,1,157
2021-04-21,16064,18-59,2,43
2021-04-21,16064,60+,1,430
2021-04-21,16064,60+,2,132
2021-04-21,16065,18-59,1,47
2021-04-21,16065,18-59,2,10
2021-04-21,16065,60+,1,272
2021-04-21,16065,60+,2,74
2021-04-21,16066,18-59,1,483
2021-04-21,16066,18-59,2,47
2021-04-21,16066,60+,1,887
2021-04-21,16066,60+,2,127
2021-04-21,16067,18-59,1,64
2021-04-21,16067,18-59,2,16
2021-04-21,16067,60+,1,480
2021-04-21,16067,60+,2,89
2021-04-21,16068,18-59,1,120
2021-04-21,16068,18-59,2,25
2021-04-21,16068,60+,1,321
2021-04-21,16068,60+,2,68
2021-04-21,16069,18-59,1,49
2021-04-21,16069,18-59,2,20
2021-04-21,16069,60+,1,156
2021-04-21,16069,60+,2,65
2021-04-21,16070,18-59,1,130
2021-04-21,16070,18-59,2,31
2021-04-21,16070,60+,1,282
2021-04-21,16070,60+,2,149
2021-04-21,16071,18-59,1,172
2021-04-21,16071,18-59,2,52
2021-04-21,16071,60+,1,482
2021-04-21,16071,60+,2,137
2021-04-21,16072,18-59,1,53
2021-04-21,16072,18-59,2,27
2021-04-21,16072,60+,1,268
2021-04-21,16072,60+,2,59
2021-04-21,16073,12-17,1,6
2021-04-21,16073,18-59,1,149
2021-04-21,16073,18-59,2,18
2021-04-21,16073,60+,1,487
2021-04-21,16073,60+,2,74
2021-04-21,16074,18-59,1,91
2021-04-21,16074,18-59,2,21
2021-04-21,16074,60+,1,252
2021-04-21,16074,60+,2,63
2021-04-21,16075,18-59,1,130
2021-04-21,16075,18-59,2,14
2021-04-21,16075,60+,1,403
2021-04-21,16075,60+,2,72
2021-04-21,16076,18-59,1,341
2021-04-21,16076,18-59,2,31
2021-04-21,16076,60+,1,465
2021-04-21,16076,60+,2,73
2021-04-21,16077,18-59,1,61
2021-04-21,16077,18-59,2,6
2021-04-21,16077,60+,1,360
2021-04-21,16077,60+,2,82
2021-04-21,17000,18-59,1,3417
2021-04-21,17000,18-59,2,209
2021-04-21,17000,60+,1,342
2021-04-21,17000,60+,2,14
2021-04-22,16051,18-59,1,350
2021-04-22,16051,18-59,2,333
2021-04-22,16051,60+,1,733
2021-04-22,16051,60+,2,1244
2021-04-22,16052,12-17,2,5
2021-04-22,16052,18-59,1,66
2021-04-22,16052,18-59,2,593
2021-04-22,16052,60+,1,257
2021-04-22,16052,60+,2,902
2021-04-22,16053,18-59,1,265
2021-04-22,16053,18-59,2,44
2021-04-22,16053,60+,1,431
2021-04-22,16053,60+,2,127
2021-04-22,16054,18-59,1,39
2021-04-22,16054,18-59,2,16
2021-04-22,16054,60+,1,239
2021-04-22,16054,60+,2,75
2021-04-22,16055,12-17,2,7
2021-04-22,16055,18-59,1,262
2021-04-22,16055,18-59,2,497
2021-04-22,16055,60+,1,369
2021-04-22,16055,60+,2,351
2021-04-22,16056,18-59,1,45
2021-04-22,16056,18-59,2,26
2021-04-22,16056,60+,1,154
2021-04-22,16056,60+,2,119
2021-04-22,16061,18-59,1,110
2021-04-22,16061,18-59,2,14
2021-04-22,16061,60+,1,360
2021-04-22,16061,60+,2,71
2021-04-22,16062,18-59,1,76
2021-04-22,16062,18-59,2,29
2021-04-22,16062,60+,1,336
2021-04-22,16062,60+,2,67
2021-04-22,16063,18-59,1,251
2021-04-22,16063,18-59,2,17
2021-04-22,16063,60+,1,409
2021-04-22,16063,60+,2,66
2021-04-22,16064,18-59,1,126
2021-04-22,16064,18-59,2,33
2021-04-22,16064,60+,1,281
2021-04-22,16064,60+,2,148
2021-04-22,16065,18-59,1,46
2021-04-22,16065,18-59,2,17
2021-04-22,16065,60+,1,305
2021-04-22,16065,60+,2,68
2021-04-22,16066,18-59,1,451
2021-04-22,16066,18-59,2,41
2021-04-22,16066,60+,1,836
2021-04-22,16066,60+,2,139
2021-04-22,16067,18-59,1,60
2021-04-22,16067,18-59,2,13
2021-04-22,16067,60+,1,314
2021-04-22,16067,60+,2,88
2021-04-22,16068,18-59,1,88
2021-04-22,16068,18-59,2,32
2021-04-22,16068,60+,1,171
2021-04-22,16068,60+,2,69
2021-04-22,16069,18-59,1,64
2021-04-22,16069,18-59,2,31
2021-04-22,16069,60+,1,192
2021-04-22,16069,60+,2,62
2021-04-22,16070,18-59,1,122
2021-04-22,16070,18-59,2,39
2021-04-22,16070,60+,1,346
2021-04-22,16070,60+,2,133
2021-04-22,16071,18-59,1,159
2021-04-22,16071,18-59,2,68
2021-04-22,16071,60+,1,197
2021-04-22,16071,60+,2,132
2021-04-22,16072,18-59,1,53
2021-04-22,16072,18-59,2,24
2021-04-22,16072,60+,1,154
2021-04-22,16072,60+,2,61
2021-04-22,16073,18-59,1,89
2021-04-22,16073,18-59,2,13
2021-04-22,16073,60+,1,436
2021-04-22,16073,60+,2,79
2021-04-22,16074,18-59,1,116
2021-04-22,16074,18-59,2,21
2021-04-22,16074,60+,1,261
2021-04-22,16074,60+,2,61
2021-04-22,16075,18-59,1,115
2021-04-22,16075,18-59,2,11
2021-04-22,16075,60+,1,309
2021-04-22,16075,60+,2,80
2021-04-22,16076,12-17,1,7
2021-04-22,16076,18-59,1,391
2021-04-22,16076,18-59,2,31
2021-04-22,16076,60+,1,495
2021-04-22,16076,60+,2,69
2021-04-22,16077,18-59,1,73
2021-04-22,16077,60+,1,308
2021-04-22,16077,60+,2,82
2021-04-22,17000,18-59,1,3657
2021-04-22,17000,18-59,2,205
2021-04-22,17000,60+,1,390
2021-04-22,17000,60+,2,28
2021-04-23,16051,12-17,1,5
2021-04-23,16051,18-59,1,147
2021-04-23,16051,18-59,2,412
2021-04-23,16051,60+,1,284
2021-04-23,16051,60+,2,1226
2021-04-23,16052,12-17,2,8
2021-04-23,16052,18-59,1,65
2021-04-23,16052,18-59,2,759
2021-04-23,16052,60+,1,126
2021-04-23,16052,60+,2,740
2021-04-23,16053,18-59,1,103
2021-04-23,16053,18-59,2,55
2021-04-23,16053,60+,1,201
2021-04-23,16053,60+,2,110
2021-04-23,16054,18-59,1,38
2021-04-23,16054,18-59,2,15
2021-04-23,16054,60+,1,101
2021-04-23,16054,60+,2,69
2021-04-23,16055,18-59,1,243
2021-04-23,16055,18-59,2,386
2021-04-23,16055,60+,1,229
2021-04-23,16055,60+,2,301
2021-04-23,16056,18-59,1,26
2021-04-23,16056,18-59,2,6
2021-04-23,16056,60+,1,103
2021-04-23,16056,60+,2,78
2021-04-23,16061,12-17,1,5
2021-04-23,16061,18-59,1,71
2021-04-23,16061,18-59,2,37
2021-04-23,16061,60+,1,121
2021-04-23,16061,60+,2,95
2021-04-23,16062,18-59,1,53
2021-04-23,16062,18-59,2,15
2021-04-23,16062,60+,1,130
2021-04-23,16062,60+,2,72
2021-04-23,16063,12-17,1,5
2021-04-23,16063,18-59,1,276
2021-04-23,16063,18-59,2,23
2021-04-23,16063,60+,1,297
2021-04-23,16063,60+,2,66
2021-04-23,16064,18-59,1,118
2021-04-23,16064,18-59,2,55
2021-04-23,16064,60+,1,190
2021-04-23,16064,60+,2,130
2021-04-23,16065,18-59,1,52
2021-04-23,16065,18-59,2,23
2021-04-23,16065,60+,1,147
2021-04-23,16065,60+,2,71
2021-04-23,16066,18-59,1,446
2021-04-23,16066,18-59,2,33
2021-04-23,16066,60+,1,560
2021-04-23,16066,60+,2,129
2021-04-23,16067,18-59,1,44
2021-04-23,16067,18-59,2,26
2021-04-23,16067,60+,1,213
2021-04-23,16067,60+,2,69
2021-04-23,16068,18-59,1,102
2021-04-23,16068,18-59,2,24
2021-04-23,16068,60+,1,82
2021-04-23,16068,60+,2,70
2021-04-23,16069,18-59,1,81
2021-04-23,16069,18-59,2,30
2021-04-23,16069,60+,1,124
2021-04-23,16069,60+,2,55
2021-04-23,16070,18-59,1,138
2021-04-23,16070,18-59,2,52
2021-04-23,16070,60+,1,144
2021-04-23,16070,60+,2,120
2021-04-23,16071,12-17,1,7
2021-04-23,16071,18-59,1,148
2021-04-23,16071,18-59,2,74
2021-04-23,16071,60+,1,146
2021-04-23,16071,60+,2,121
2021-04-23,16072,18-59,1,56
2021-04-23,16072,18-59,2,31
2021-04-23,16072,60+,1,116
2021-04-23,16072,60+,2,62
2021-04-23,16073,18-59,1,84
2021-04-23,16073,18-59,2,19
2021-04-23,16073,60+,1,117
2021-04-23,16073,60+,2,66
2021-04-23,16074,18-59,1,88
2021-04-23,16074,18-59,2,30
2021-04-23,16074,60+,1,107
2021-04-23,16074,60+,2,52
2021-04-23,16075,18-59,1,145
2021-04-23,16075,18-59,2,27
2021-04-23,16075,60+,1,256
2021-04-23,16075,60+,2,58
2021-04-23,16076,18-59,1,372
2021-04-23,16076,18-59,2,23
2021-04-23,16076,60+,1,347
2021-04-23,16076,60+,2,67
2021-04-23,16077,18-59,1,39
2021-04-23,16077,18-59,2,16
2021-04-23,16077,60+,1,75
2021-04-23,16077,60+,2,82
2021-04-23,17000,12-17,1,6
2021-04-23,17000,18-59,1,1740
2021-04-23,17000,18-59,2,321
2021-04-23,17000,60+,1,121
2021-04-23,17000,60+,2,15
2021-04-24,16051,18-59,1,19
2021-04-24,16051,18-59,2,480
2021-04-24,16051,60+,1,707
2021-04-24,16051,60+,2,630
2021-04-24,16052,18-59,1,9
2021-04-24,16052,18-59,2,65
2021-04-24,16052,60+,1,1407
2021-04-24,16052,60+,2,141
2021-04-24,16053,18-59,1,7
2021-04-24,16053,18-59,2,224
2021-04-24,16053,60+,1,6
2021-04-24,16053,60+,2,172
2021-04-24,16054,18-59,2,25
2021-04-24,16054,60+,2,166
2021-04-24,16055,12-17,1,5
2021-04-24,16055,18-59,1,10
2021-04-24,16055,18-59,2,92
2021-04-24,16055,60+,1,14
2021-04-24,16055,60+,2,171
2021-04-24,16056,18-59,2,91
2021-04-24,16056,60+,2,96
2021-04-24,16061,18-59,2,139
2021-04-24,16061,60+,1,11
2021-04-24,16061,60+,2,72
2021-04-24,16062,18-59,2,122
2021-04-24,16062,60+,2,57
2021-04-24,16063,18-59,2,44
2021-04-24,16063,60+,2,156
2021-04-24,16064,18-59,2,189
2021-04-24,16064,60+,2,210
2021-04-24,16065,18-59,2,33
2021-04-24,16065,60+,2,142
2021-04-24,16066,12-17,1,7
2021-04-24,16066,18-59,1,508
2021-04-24,16066,18-59,2,63
2021-04-24,16066,60+,1,230
2021-04-24,16066,60+,2,336
2021-04-24,16067,18-59,2,101
2021-04-24,16067,60+,1,6
2021-04-24,16067,60+,2,103
2021-04-24,16068,18-59,2,66
2021-04-24,16068,60+,2,150
2021-04-24,16069,18-59,2,20
2021-04-24,16069,60+,2,172
2021-04-24,16070,18-59,2,72
2021-04-24,16070,60+,2,349
2021-04-24,16071,18-59,2,93
2021-04-24,16071,60+,1,35
2021-04-24,16071,60+,2,319
2021-04-24,16072,18-59,2,23
2021-04-24,16072,60+,2,152
2021-04-24,16073,18-59,2,29
2021-04-24,16073,60+,2,159
2021-04-24,16074,18-59,2,32
2021-04-24,16074,60+,1,12
2021-04-24,16074,60+,2,151
2021-04-24,16075,18-59,2,36
2021-04-24,16075,60+,2,173
2021-04-24,16076,18-59,2,50
2021-04-24,16076,60+,2,174
2021-04-24,16077,18-59,2,42
2021-04-24,16077,60+,2,136
2021-04-24,17000,18-59,1,45
2021-04-25,16051,18-59,2,177
2021-04-25,16051,60+,1,1407
2021-04-25,16051,60+,2,196
2021-04-25,16052,18-59,2,55
2021-04-25,16052,60+,1,1242
2021-04-25,16052,60+,2,164
2021-04-25,16053,18-59,1,22
2021-04-25,16053,18-59,2,107
2021-04-25,16053,60+,2,312
2021-04-25,16054,18-59,2,18
2021-04-25,16054,60+,1,6
2021-04-25,16054,60+,2,185
2021-04-25,16056,18-59,2,45
2021-04-25,16056,60+,2,138
2021-04-25,16061,18-59,2,116
2021-04-25,16061,60+,2,81
2021-04-25,16062,18-59,2,117
2021-04-25,16062,60+,2,61
2021-04-25,16063,18-59,2,49
2021-04-25,16063,60+,2,149
2021-04-25,16064,18-59,2,159
2021-04-25,16064,60+,2,230
2021-04-25,16065,18-59,2,30
2021-04-25,16065,60+,2,145
2021-04-25,16066,18-59,1,529
2021-04-25,16066,18-59,2,57
2021-04-25,16066,60+,1,210
2021-04-25,16066,60+,2,303
2021-04-25,16067,18-59,2,42
2021-04-25,16067,60+,1,11
2021-04-25,16067,60+,2,179
2021-04-25,16068,18-59,2,36
2021-04-25,16068,60+,2,170
2021-04-25,16069,18-59,1,6
2021-04-25,16069,18-59,2,21
2021-04-25,16069,60+,2,156
2021-04-25,16070,18-59,2,76
2021-04-25,16070,60+,2,344
